"views","likes","dislikes","comment_count","publish_year","publish_month","publish_day","trending_year","trending_month","trending_day","title","Like View Ratio","days_from_pub_to_trend"
4666854,118849,1839,4450,2018,4,25,2018,5,12,"Music",0.025466620554232,17
5884233,1437859,6390,134721,2018,6,1,2018,6,2,"Music",0.244357930761749,1
4798045,184399,2711,13536,2018,3,15,2018,3,22,"Music",0.0384321114120439,7
18410569,440004,16923,42189,2018,5,17,2018,6,12,"Music",0.0238995329258971,25
2052294,47842,565,1385,2018,5,4,2018,5,23,"Music",0.0233114748666614,19
8009842,350921,8861,22853,2018,3,13,2018,3,27,"Music",0.0438112262389196,14
1092539,27133,2189,2106,2017,12,12,2017,12,15,"Music",0.0248348113888841,3
29741771,2700800,29341,371864,2018,5,6,2018,5,16,"Music",0.0908083113140774,10
11418564,1787814,11180,154893,2018,6,1,2018,6,9,"Music",0.156570826244001,8
906053,93269,847,4717,2018,2,22,2018,2,23,"Music",0.102939894244597,1
32523416,1219765,61459,76612,2018,5,29,2018,6,2,"Music",0.0375042092749421,3
6345613,172044,1879,12909,2018,3,13,2018,3,27,"Music",0.0271122742593978,14
6215935,428599,3744,43798,2018,3,13,2018,3,27,"Music",0.068951654095482,14
32150721,792876,85845,90580,2018,5,4,2018,5,16,"Music",0.0246612198836847,12
1886203,61263,1116,3375,2018,4,23,2018,5,5,"Music",0.032479536932133,12
8441561,116469,2513,5501,2018,5,11,2018,5,31,"Music",0.0137970927414965,20
514251,16018,2028,4179,2017,12,22,2018,1,2,"Music",0.0311482136155302,15
4734827,162698,3370,13396,2018,5,24,2018,6,7,"Music",0.034361973520891,13
610970,14086,164,417,2018,5,25,2018,6,7,"Music",0.0230551418236575,12
1287567,132330,1150,6873,2017,12,20,2017,12,24,"Music",0.102775234220821,4
2822006,598247,3001,52612,2018,4,24,2018,4,25,"Music",0.211993525173228,1
12268432,361811,10962,16734,2018,4,2,2018,4,15,"Music",0.0294912177856143,13
1742133,80361,2082,3434,2017,12,21,2017,12,25,"Music",0.0461279362712261,4
3739595,127011,16734,18983,2017,12,22,2017,12,28,"Music",0.0339638383300865,6
1406093,105177,1218,3635,2017,12,20,2017,12,28,"Music",0.0748008844365202,8
2679999,52151,949,1805,2018,4,30,2018,5,17,"Music",0.0194593356191551,17
1245087,74011,1549,4205,2017,12,22,2017,12,29,"Music",0.0594424325368428,7
2828415,375621,933,23744,2017,12,29,2018,1,4,"Music",0.132802647419138,10
548621,159356,2374,19455,2018,1,4,2018,1,4,"Music",0.290466460452662,0
10044066,388574,5983,17550,2018,4,21,2018,5,1,"Music",0.0386869222085956,10
2316143,85645,2578,6031,2017,12,22,2017,12,28,"Music",0.0369774232420019,6
1353321,39480,639,1074,2018,5,22,2018,6,4,"Music",0.0291726796524993,12
2199664,80558,8346,6135,2018,3,16,2018,3,20,"Music",0.0366228660377221,4
11136143,1779202,11004,154374,2018,6,1,2018,6,8,"Music",0.159768242918576,7
2116455,182416,2407,14962,2018,4,25,2018,5,7,"Music",0.086189406342209,12
1577171,110187,1227,7997,2018,2,14,2018,2,19,"Music",0.0698636989901539,5
6865476,339753,7397,22267,2018,1,18,2018,1,23,"Music",0.0494871732127532,5
1023753,24611,421,952,2018,5,2,2018,5,15,"Music",0.0240399783932257,13
11188755,799884,16433,66115,2018,4,12,2018,4,14,"Music",0.0714899915138011,2
804046,48157,453,2903,2018,4,12,2018,4,14,"Music",0.0598933394358034,2
742781,28700,708,2162,2017,12,1,2017,12,6,"Music",0.0386385758386388,5
2194684,75210,1078,3974,2018,3,20,2018,3,31,"Music",0.0342691704135994,11
4187552,287854,3581,17863,2018,2,9,2018,2,12,"Music",0.0687404001192105,3
9212604,1695105,9314,149760,2018,6,1,2018,6,4,"Music",0.183998465580416,3
14013469,935563,24263,116016,2018,1,29,2018,2,1,"Music",0.0667616990482514,2
4954458,406873,3458,43331,2018,3,13,2018,3,22,"Music",0.0821226055403033,9
16374553,514861,14301,26058,2018,5,23,2018,6,13,"Music",0.0314427514448791,20
1533007,46842,406,1690,2018,1,17,2018,1,22,"Music",0.0305556334706887,5
3460999,161691,1779,5019,2017,11,17,2017,11,21,"Music",0.0467180140762826,4
4065228,38729,1252,738,2018,5,18,2018,6,7,"Music",0.00952689492446672,19
841636,62536,1433,3773,2018,5,31,2018,6,4,"Music",0.0743029052939751,3
3858915,37702,1224,732,2018,5,18,2018,6,6,"Music",0.00977010377269258,18
943210,19255,1021,1219,2018,3,2,2018,3,6,"Music",0.0204143297887003,4
9162725,410491,10837,23132,2018,5,23,2018,5,30,"Music",0.0448001004068113,7
681557,47691,288,2492,2018,2,26,2018,3,1,"Music",0.0699736045554517,5
696858,16406,719,1209,2018,3,30,2018,4,15,"Music",0.0235428164705004,15
11231246,380436,19464,34012,2018,4,24,2018,5,7,"Music",0.0338730003776963,13
8122551,276087,12169,30793,2018,5,17,2018,5,21,"Music",0.0339901836258092,4
720749,4069,186,271,2017,12,20,2017,12,30,"Music",0.00564551598406658,10
16993131,2141306,17759,227463,2018,4,5,2018,4,20,"Music",0.126010091960098,15
2196618,67360,2377,5657,2017,12,20,2017,12,29,"Music",0.0306653227825685,9
2718227,150382,1350,12147,2018,5,2,2018,5,12,"Music",0.0553235620130328,10
6404936,167775,5257,11460,2018,1,25,2018,1,28,"Music",0.0261946411330262,3
5564463,156830,31583,25640,2018,5,3,2018,5,6,"Music",0.0281842111269317,3
512429,24790,359,704,2018,5,22,2018,5,27,"Music",0.0483774337517978,5
6887627,245716,10953,28139,2018,5,17,2018,5,20,"Music",0.0356749864648594,3
3014075,111876,2392,6511,2018,1,25,2018,1,30,"Music",0.0371178553951046,5
2967436,91590,11740,7089,2018,3,16,2018,3,23,"Music",0.0308650296080522,7
953189,35363,583,2091,2018,4,13,2018,4,21,"Music",0.0370996727826276,8
5494881,297303,10939,21420,2018,1,17,2018,1,20,"Music",0.0541054483254505,3
2463064,150058,1517,8158,2018,4,19,2018,5,4,"Music",0.0609233052815518,15
4707522,402736,3385,43107,2018,3,13,2018,3,21,"Music",0.0855515916866666,8
7407660,361712,7167,24388,2018,4,24,2018,4,27,"Music",0.0488294549155874,3
2781842,215353,3986,14148,2018,5,3,2018,5,6,"Music",0.0774138143000214,3
2986867,89221,1907,3327,2018,3,15,2018,3,31,"Music",0.0298710990479322,16
2638607,38292,2629,2081,2018,3,31,2018,4,17,"Music",0.0145122028403624,16
1350870,41643,918,2326,2018,5,13,2018,5,22,"Music",0.0308268005063404,9
1184825,104781,953,7743,2017,12,4,2017,12,7,"Music",0.0884358449560062,3
775185,40873,348,1360,2017,11,16,2017,11,20,"Music",0.0527267684488219,4
1818177,169938,2214,13794,2018,4,25,2018,5,1,"Music",0.0934661476852914,6
2907145,75664,5616,5413,2018,5,17,2018,5,24,"Music",0.0260269095624745,7
15043210,247709,8609,13399,2018,1,25,2018,2,1,"Music",0.0164664988390111,6
1034042,79963,591,4334,2018,1,3,2018,1,8,"Music",0.077330514621263,5
4426087,117964,3444,4734,2018,3,22,2018,3,28,"Music",0.0266519840211004,6
10482567,328064,4798,12104,2018,5,10,2018,5,22,"Music",0.0312961510286555,12
1666370,36377,807,1063,2018,3,8,2018,3,22,"Music",0.0218300857552644,14
6370204,125568,13210,10418,2018,2,5,2018,2,13,"Music",0.0197117706120558,8
2849816,360306,2819,39919,2018,3,13,2018,3,16,"Music",0.126431320478234,3
1789404,124882,2785,10797,2018,3,29,2018,4,1,"Music",0.0697897176937125,2
587048,35351,295,1236,2017,11,16,2017,11,19,"Music",0.0602182445047083,3
18558186,1002549,32178,59945,2017,11,17,2017,11,18,"Music",0.0540219286518629,1
18740734,612771,15873,37236,2018,5,23,2018,6,8,"Music",0.0326972785591002,15
20459059,443485,11210,29246,2018,5,3,2018,5,17,"Music",0.0216767056588478,14
910217,167996,489,6990,2017,11,17,2017,11,20,"Music",0.184566976885732,3
7620545,243314,22114,17052,2018,5,24,2018,5,28,"Music",0.0319286875151318,4
708116,8244,593,514,2018,4,30,2018,5,11,"Music",0.0116421603240147,11
9410655,322734,9357,37746,2018,3,9,2018,3,17,"Music",0.0342945310395504,8
1128160,103999,406,4503,2017,11,18,2017,11,25,"Music",0.0921846192029499,7
809582,33839,698,2049,2018,5,13,2018,5,17,"Music",0.0417981131003407,4
945329,33401,449,2167,2018,4,27,2018,5,4,"Music",0.0353326725404595,7
89740876,1782646,100240,99772,2018,5,29,2018,6,13,"Music",0.0198643703901442,14
677983,20266,305,829,2018,5,2,2018,5,10,"Music",0.0298916049517466,8
794249,12277,3226,5823,2017,11,24,2017,11,26,"Music",0.0154573691625674,2
1827806,138286,1281,7583,2018,4,19,2018,4,25,"Music",0.0756568257243931,6
3443906,94406,6797,7818,2018,2,22,2018,2,27,"Music",0.0274124787378053,5
18899684,531178,32930,33688,2018,5,18,2018,5,26,"Music",0.0281051259904663,8
3765264,406872,2441,33840,2017,12,8,2017,12,14,"Music",0.108059355200592,6
4989625,83292,3907,3783,2018,4,5,2018,4,18,"Music",0.016693038053962,13
908488,68353,603,5600,2018,3,5,2018,3,15,"Music",0.0752381979728956,10
2723642,65320,631,2200,2018,1,17,2018,1,25,"Music",0.0239825938944986,8
2940284,88748,1519,4465,2018,5,11,2018,5,17,"Music",0.0301834788748298,6
4445889,89619,1830,3650,2018,4,12,2018,4,26,"Music",0.0201577232360052,14
20409647,568680,44854,64390,2018,6,8,2018,6,14,"Music",0.0278632942549178,6
13912625,342112,8858,24697,2018,5,3,2018,5,8,"Music",0.0245900396222855,5
13322395,271868,16535,36192,2018,4,11,2018,4,27,"Music",0.0204068412624006,16
3963229,161067,4353,12799,2018,3,29,2018,4,16,"Music",0.0406403465457081,17
1410553,72716,1152,4758,2017,11,22,2017,11,28,"Music",0.0515514128146904,6
900168,40669,835,2567,2018,4,2,2018,4,15,"Music",0.0451793443001751,13
1467543,183383,1140,13256,2018,1,5,2018,1,9,"Music",0.124959200514056,4
792858,62050,1205,9460,2018,1,11,2018,1,13,"Music",0.0782611766545838,2
8171539,260564,7923,10355,2018,4,6,2018,4,17,"Music",0.0318867718798136,11
7292959,366819,7381,18500,2018,5,4,2018,5,12,"Music",0.0502976912389059,8
4038259,240380,2294,16868,2018,4,23,2018,5,8,"Music",0.0595256520198432,15
18102561,439239,8119,67862,2018,3,26,2018,4,6,"Music",0.0242639149234188,10
719123,16644,727,1219,2018,3,30,2018,4,16,"Music",0.0231448583900112,16
3974218,209148,4933,9624,2018,5,9,2018,5,13,"Music",0.0526262021861911,4
2553735,144807,1683,6129,2017,12,1,2017,12,5,"Music",0.0567040041351197,4
23502572,676467,15993,52432,2018,5,18,2018,6,14,"Music",0.0287826796148098,26
526730,18261,469,872,2018,5,8,2018,5,18,"Music",0.0346686157993659,10
5629008,71283,1341,1995,2018,5,4,2018,5,22,"Music",0.0126635101602272,18
2238362,65889,1269,3547,2018,4,23,2018,5,11,"Music",0.0294362574060853,18
59379786,1026676,86061,62065,2018,4,20,2018,5,1,"Music",0.0172899915806366,11
6884120,189079,7763,8163,2018,4,20,2018,4,27,"Music",0.0274659651487772,7
62800938,781317,34495,24760,2018,5,2,2018,5,22,"Music",0.0124411676781006,20
4270861,116617,4091,4469,2018,4,3,2018,4,14,"Music",0.0273052670175873,11
11806464,357781,10818,16637,2018,4,2,2018,4,14,"Music",0.0303038233970815,12
1914689,121974,1831,6805,2018,5,25,2018,5,30,"Music",0.0637043404960283,5
6855997,498243,22602,17704,2017,12,24,2017,12,26,"Music",0.0726725813911529,2
15362601,381951,8481,12219,2018,5,31,2018,6,11,"Music",0.0248623914661326,10
79333122,781521,68368,34879,2018,3,9,2018,3,23,"Music",0.00985113128410603,14
5540367,167164,4387,10668,2018,3,23,2018,4,6,"Music",0.0301720084608114,13
1787490,104292,4263,6828,2018,5,15,2018,5,22,"Music",0.0583455012335733,7
10986007,657501,12223,55543,2018,2,16,2018,2,19,"Music",0.0598489514889259,3
573677,129098,486,8084,2018,1,25,2018,1,26,"Music",0.225036039443799,1
1440724,36686,6598,9637,2017,11,8,2017,11,15,"Music",0.0254635863635228,7
40161154,622991,42231,38944,2018,5,18,2018,6,10,"Music",0.01551227835734,22
3870505,104886,4405,8435,2018,5,29,2018,6,8,"Music",0.0270987894344536,9
23086814,555137,35216,34707,2018,5,18,2018,5,28,"Music",0.0240456305491091,10
75925649,1119327,94014,66703,2018,4,20,2018,5,4,"Music",0.0147424093799975,14
615260,35637,208,1694,2017,12,1,2017,12,5,"Music",0.0579218541754705,4
16773819,995657,26243,121200,2018,1,29,2018,2,2,"Music",0.059357800391193,3
2482457,78874,1206,4012,2018,3,20,2018,4,3,"Music",0.0317725543685147,13
714530,30673,440,1412,2018,3,5,2018,3,13,"Music",0.0429275187885743,8
7433288,133210,10057,8518,2018,2,2,2018,2,8,"Music",0.0179207370950782,6
1445657,59680,530,10172,2017,12,14,2017,12,19,"Music",0.0412822682005483,5
2181178,64953,1246,3522,2018,4,23,2018,5,10,"Music",0.0297788626146055,17
848928,16746,515,1256,2018,3,15,2018,3,28,"Music",0.0197260545063892,13
2319218,164098,2334,10819,2018,2,5,2018,2,14,"Music",0.0707557461178725,9
602785,6951,659,402,2017,12,21,2018,1,1,"Music",0.0115314747380907,15
796180,57487,1102,3293,2018,6,6,2018,6,9,"Music",0.0722035218166746,3
2428899,47573,881,1651,2018,4,30,2018,5,8,"Music",0.0195862405147353,8
3427708,179048,4599,10150,2018,3,9,2018,3,18,"Music",0.0522354879703872,9
3731285,184478,3434,7250,2018,5,31,2018,6,3,"Music",0.0494408762664873,2
523528,17423,439,744,2018,3,15,2018,3,28,"Music",0.0332799773842087,13
706043,50888,782,4819,2018,6,8,2018,6,12,"Music",0.0720749302804503,4
50247353,1208535,106579,224247,2018,4,9,2018,4,18,"Music",0.0240517147241567,9
2173621,74326,13817,19679,2017,11,16,2017,11,19,"Music",0.0341945536963436,3
6467835,339015,16971,29880,2018,4,24,2018,4,28,"Music",0.0524155300807766,4
15705468,410780,16178,40122,2018,5,17,2018,6,3,"Music",0.0261552218628569,16
17168655,214322,10375,8883,2018,5,9,2018,5,26,"Music",0.0124833308142076,17
1030999,96346,500,7612,2017,12,4,2017,12,6,"Music",0.0934491692038499,2
9164600,196128,24541,19152,2018,1,18,2018,1,25,"Music",0.0214006066822338,7
3302350,96198,13067,7383,2018,3,16,2018,3,25,"Music",0.0291301648825836,9
10666323,1956202,13966,285583,2018,5,6,2018,5,7,"Music",0.183399846413802,1
915299,57001,1046,3634,2018,3,27,2018,4,3,"Music",0.062275824621244,6
3603663,139859,2956,11945,2018,5,24,2018,6,1,"Music",0.0388102328103377,7
945426,25140,899,1676,2018,5,7,2018,5,8,"Music",0.0265911874646985,1
5569216,146375,20217,21144,2017,12,22,2018,1,4,"Music",0.0262828735678415,17
80738011,5053329,165853,1114809,2018,5,18,2018,5,23,"Music",0.0625892183546607,5
6259661,108932,2191,5211,2018,5,11,2018,5,25,"Music",0.0174022203438812,14
3268682,91909,3791,7434,2018,5,29,2018,6,3,"Music",0.0281180610411169,4
591351,106183,349,10146,2018,1,18,2018,1,19,"Music",0.179560024418662,1
2683570,62932,1303,1841,2018,4,6,2018,4,22,"Music",0.0234508509187388,16
1805753,259258,1975,22561,2018,3,27,2018,3,29,"Music",0.143573345856272,2
43067983,1717175,61567,123379,2018,1,4,2018,1,9,"Music",0.0398712658542658,5
1835562,45653,1043,2416,2018,5,13,2018,5,28,"Music",0.0248714017832141,15
47205441,689363,29340,22664,2018,5,2,2018,5,17,"Music",0.0146034648844823,15
15845395,890385,8460,161513,2018,3,12,2018,3,16,"Music",0.0561920356040351,4
623734,13755,440,1097,2018,3,15,2018,3,23,"Music",0.0220526698881254,8
634164,33381,347,1141,2018,4,18,2018,4,22,"Music",0.0526378034703957,4
12692634,521806,7761,22594,2017,12,1,2017,12,7,"Music",0.0411109309541266,6
30599645,455949,42374,25679,2018,5,24,2018,6,14,"Music",0.0149004669825418,20
8648936,284654,6923,16904,2018,5,3,2018,5,23,"Music",0.0329120252479611,20
7310136,336625,8309,22282,2018,3,13,2018,3,23,"Music",0.0460490748735728,10
3633110,230236,2144,16398,2018,4,23,2018,5,1,"Music",0.0633716017406575,8
784820,30011,283,1076,2018,2,8,2018,2,16,"Music",0.0382393415050585,8
1441076,28527,2905,3478,2018,6,1,2018,6,5,"Music",0.0197956249358119,4
25394405,1099936,25975,81253,2018,4,12,2018,4,19,"Music",0.0433141079698461,7
21688951,634770,16618,38300,2018,5,23,2018,6,14,"Music",0.0292669756135278,21
590559,18249,356,497,2018,2,9,2018,2,15,"Music",0.0309012308677033,6
5802120,256642,5433,16289,2018,5,16,2018,5,22,"Music",0.0442324529654678,6
2361076,130331,2043,7079,2018,5,25,2018,6,5,"Music",0.0551998326186874,10
1934987,36187,1688,2314,2018,5,7,2018,5,11,"Music",0.0187014176322632,4
2484089,150565,3873,10683,2017,11,21,2017,11,22,"Music",0.0606117574692372,1
70717211,1625016,90217,93571,2018,5,29,2018,6,9,"Music",0.022979073651533,10
1713021,28724,973,892,2018,1,26,2018,2,2,"Music",0.0167680372861745,6
2929319,136677,4939,11984,2018,5,31,2018,6,12,"Music",0.0466582847412658,11
1648383,39241,331,1419,2018,5,24,2018,6,7,"Music",0.0238057538812278,13
23015460,661307,16672,30757,2018,5,21,2018,6,4,"Music",0.0287331645772016,13
1262652,28119,1047,1113,2017,11,9,2017,11,16,"Music",0.022269794052518,7
6859356,358792,23048,39889,2018,4,27,2018,5,3,"Music",0.0523069512648126,6
1709054,106755,1093,6894,2017,11,21,2017,11,23,"Music",0.0624643808797147,2
5506412,313097,7345,16383,2018,5,21,2018,5,24,"Music",0.0568604383398845,3
1664399,50908,1604,3787,2018,4,20,2018,4,24,"Music",0.0305864158774428,4
33397138,716273,49567,40281,2018,5,4,2018,5,15,"Music",0.0214471371768443,11
1373845,74359,2005,4290,2018,5,31,2018,6,12,"Music",0.0541247375067784,11
9816585,1109967,4344,68546,2018,5,27,2018,6,6,"Music",0.113070584118612,9
917279,23308,381,926,2018,5,2,2018,5,13,"Music",0.0254099352541593,11
5358351,270831,9822,23603,2018,2,25,2018,3,1,"Music",0.0505437213799544,6
1815907,230425,1187,14591,2018,2,15,2018,2,18,"Music",0.126892511565846,3
5783173,178928,3672,14317,2018,5,24,2018,6,13,"Music",0.0309394168218727,19
1825418,43416,737,1149,2018,5,22,2018,6,7,"Music",0.023784141495263,15
12426234,746139,4351,38803,2018,5,3,2018,5,12,"Music",0.0600454651022989,9
1738805,305978,1262,29952,2017,12,8,2017,12,10,"Music",0.175970278438353,2
12209261,309762,8133,22815,2018,5,3,2018,5,7,"Music",0.0253710687321698,4
2946656,32121,1701,1626,2018,3,2,2018,3,14,"Music",0.0109008313152265,12
894436,58173,715,4480,2018,6,6,2018,6,14,"Music",0.0650387506764039,8
664458,45750,289,2354,2018,5,16,2018,5,18,"Music",0.0688531103546048,2
8441267,152328,4641,5164,2018,3,22,2018,4,3,"Music",0.018045632249282,11
6412878,168926,34233,27176,2018,5,3,2018,5,7,"Music",0.0263416830945482,4
6668149,357196,9000,21675,2018,5,23,2018,5,27,"Music",0.0535674892687611,4
6038758,333972,21834,37466,2018,4,27,2018,5,2,"Music",0.0553047497515218,5
1064581,71118,1398,3813,2018,6,6,2018,6,10,"Music",0.0668037472019508,4
16809675,945882,20399,53440,2018,4,27,2018,4,30,"Music",0.0562700944545329,3
2064383,41026,384,1422,2018,5,24,2018,6,12,"Music",0.0198732502641225,18
2480031,155591,1107,5893,2018,1,5,2018,1,8,"Music",0.062737522232585,3
12528777,486767,84159,59337,2018,1,26,2018,1,28,"Music",0.0388519166715155,2
2839135,109630,9652,12067,2018,2,2,2018,2,9,"Music",0.0386138735917806,7
1233903,45920,817,2556,2018,5,17,2018,5,25,"Music",0.0372152430134297,8
7562487,208882,5741,16520,2018,5,3,2018,5,5,"Music",0.0276208078109754,2
15582864,658062,11621,34119,2018,4,12,2018,4,17,"Music",0.0422298494038066,5
19218813,429807,9873,13278,2018,5,31,2018,6,13,"Music",0.0223638681535639,12
1517684,63621,533,2271,2018,3,29,2018,4,6,"Music",0.0419197935802183,7
134839555,3749810,226641,398351,2018,5,6,2018,5,17,"Music",0.0278094213526587,11
3202303,11836,1244,1384,2018,6,7,2018,6,13,"Music",0.00369608997024954,6
1684816,25396,1271,1479,2018,3,2,2018,3,10,"Music",0.0150734560925347,8
9725876,493659,4726,27363,2018,3,23,2018,4,2,"Music",0.0507572788302051,9
5468338,111596,33125,26516,2018,4,29,2018,5,12,"Music",0.0204076631693213,13
2081705,42398,761,1574,2018,4,30,2018,5,4,"Music",0.0203669588150098,4
8858484,190889,35848,28175,2018,5,25,2018,5,29,"Music",0.0215487209775397,4
15147434,199744,9729,8520,2018,5,9,2018,5,23,"Music",0.0131866559048879,14
46373507,792192,54916,43462,2018,5,4,2018,5,21,"Music",0.0170828572443313,17
2657225,70083,1381,5234,2018,5,10,2018,5,26,"Music",0.0263745072396955,16
5220208,203807,3910,14802,2018,5,18,2018,6,3,"Music",0.0390419308962401,15
1116759,43118,1119,2787,2018,4,2,2018,4,20,"Music",0.038609941804812,18
5750660,272469,7366,32583,2018,3,9,2018,3,13,"Music",0.0473804745890037,4
1305413,24859,1630,3317,2018,5,8,2018,5,16,"Music",0.0190430155054377,8
797363,85899,450,12342,2017,11,25,2017,12,1,"Music",0.107728851225853,6
1243076,136234,2457,9445,2018,2,23,2018,2,24,"Music",0.109594264550196,1
173478072,4360121,283961,460299,2018,5,6,2018,5,23,"Music",0.0251335569373863,17
10884933,1132836,4549,69548,2018,5,27,2018,6,11,"Music",0.104073768759073,14
851727,34746,600,1838,2018,3,15,2018,3,22,"Music",0.0407947617018129,7
3203882,74431,1507,5456,2018,5,10,2018,6,1,"Music",0.0232315047807628,21
2602844,38521,3736,4506,2018,6,1,2018,6,12,"Music",0.0147995807662695,11
1553590,43336,981,2362,2018,5,13,2018,5,24,"Music",0.0278941033348567,11
1606993,9035,693,343,2018,2,26,2018,3,14,"Music",0.00562230202620671,18
3667159,87776,25326,21742,2018,4,29,2018,5,7,"Music",0.0239356951798381,8
769927,39492,1641,2309,2018,4,5,2018,4,7,"Music",0.0512931745477169,2
3125402,172509,4461,9903,2018,3,9,2018,3,16,"Music",0.0551957796149103,7
931228,45559,817,3814,2018,5,10,2018,5,13,"Music",0.0489235718857251,3
14447713,493828,13585,25611,2018,5,23,2018,6,8,"Music",0.0341803578185696,15
632810,69691,962,6647,2018,1,6,2018,1,9,"Music",0.110129422733522,3
2505868,147279,1889,11984,2018,3,15,2018,3,18,"Music",0.0587736464969424,3
3545279,61124,2716,4399,2018,4,20,2018,5,3,"Music",0.017240956212473,13
1703190,39140,2312,2167,2018,5,10,2018,5,25,"Music",0.0229804073532606,15
2623238,119787,1975,10218,2017,11,20,2017,11,28,"Music",0.0456637941353396,8
636209,1769,117,489,2018,4,19,2018,4,21,"Music",0.00278053281233054,2
7446601,350550,33832,88672,2017,12,8,2017,12,13,"Music",0.0470751689260644,5
643132,28127,415,757,2018,5,22,2018,5,29,"Music",0.0437344122201974,7
4340962,396790,11280,41890,2017,11,17,2017,11,18,"Music",0.0914060063184151,1
4216350,64168,2395,6234,2018,4,19,2018,5,3,"Music",0.0152188504275025,14
4445470,78374,2037,3628,2018,5,17,2018,6,12,"Music",0.0176300818586111,25
3585661,191567,4399,10910,2018,5,21,2018,6,5,"Music",0.0534258536989414,14
7358142,97875,4556,3967,2018,4,5,2018,4,22,"Music",0.0133015916246248,17
631429,31116,1880,3234,2018,2,22,2018,2,23,"Music",0.049278699584593,1
11432857,257724,15603,34920,2018,4,11,2018,4,24,"Music",0.0225423968829489,13
13357611,444032,7648,21542,2018,3,30,2018,4,4,"Music",0.033241872367746,4
21748916,1147341,28950,51575,2018,1,12,2018,1,17,"Music",0.0527539395526655,5
8171506,85427,2281,1747,2018,4,18,2018,5,3,"Music",0.0104542540873127,15
10860646,594643,21243,78386,2018,3,19,2018,3,29,"Music",0.0547520838079061,10
627309,78771,351,4788,2018,6,4,2018,6,8,"Music",0.125569695317619,4
1491313,68212,568,3014,2017,12,8,2017,12,11,"Music",0.0457395597034291,3
3768004,72112,2926,8311,2018,5,14,2018,5,16,"Music",0.0191379839299534,2
533105,45076,443,2977,2018,1,1,2018,1,7,"Music",0.084553699552621,6
39318097,1278233,31995,84468,2018,4,12,2018,4,26,"Music",0.0325100423858255,14
3816801,398814,2734,24868,2018,3,23,2018,3,25,"Music",0.104489073441345,2
1078882,64505,902,5753,2018,4,16,2018,4,26,"Music",0.0597887442741653,10
40087764,835657,25283,38305,2018,5,21,2018,6,14,"Music",0.0208456874771065,23
8374099,1667882,9225,173346,2018,3,6,2018,3,10,"Music",0.1991715168402,4
725870,83119,405,4902,2018,6,4,2018,6,9,"Music",0.114509485169521,5
26533050,1144749,25180,60387,2018,4,27,2018,5,3,"Music",0.0431442672440598,6
8025153,381842,3939,27379,2018,3,27,2018,4,14,"Music",0.0475806504872867,17
1710278,101821,662,3861,2017,12,8,2017,12,11,"Music",0.0595347656930628,3
2070559,63699,1202,3479,2018,4,23,2018,5,8,"Music",0.0307641559598157,15
811042,30986,414,2045,2018,4,27,2018,5,3,"Music",0.0382051730983106,6
3192147,74438,3973,5175,2018,3,2,2018,3,7,"Music",0.0233191015326049,5
200820941,4714942,316129,491005,2018,5,6,2018,5,28,"Music",0.0234783383471946,22
7388662,607099,11887,37571,2017,11,18,2017,11,21,"Music",0.0821662974974359,3
762285,52791,973,3503,2018,3,27,2018,4,1,"Music",0.0692536256124678,4
9207389,310405,4376,11808,2018,5,10,2018,5,20,"Music",0.0337125975670193,10
5534278,45128,1591,806,2018,5,18,2018,6,14,"Music",0.00815427052995892,26
7878506,348191,8747,22717,2018,3,13,2018,3,26,"Music",0.044195054239979,13
3935638,421533,2434,34274,2018,1,13,2018,1,16,"Music",0.107106649544496,3
11364107,401556,6736,20180,2018,3,30,2018,4,3,"Music",0.0353354645464003,3
30887048,860555,7548,40571,2018,5,3,2018,5,22,"Music",0.0278613547011679,19
14351872,456450,10353,27576,2018,4,24,2018,5,7,"Music",0.0318042134155043,13
2553321,186428,3046,10700,2018,3,23,2018,3,25,"Music",0.0730139297017492,2
2923934,33212,1581,1416,2018,4,11,2018,4,23,"Music",0.0113586695185322,12
9841966,204573,37745,29797,2018,5,25,2018,5,30,"Music",0.0207857860919251,5
18768614,799156,17797,65842,2018,2,16,2018,2,26,"Music",0.0425793827929969,10
1480692,34067,777,1027,2018,3,8,2018,3,20,"Music",0.0230074856891237,12
1249005,84753,1169,6397,2018,3,26,2018,3,28,"Music",0.0678564137053094,2
3122665,180724,2199,13704,2018,3,30,2018,4,15,"Music",0.0578749241433199,15
940496,96456,2440,6799,2017,12,27,2018,1,4,"Music",0.10255864990388,12
2143972,95121,1097,4338,2018,5,3,2018,5,7,"Music",0.0443667174757879,4
2095381,152931,916,8956,2017,11,21,2017,11,28,"Music",0.0729848175582388,7
4866576,185646,5306,11582,2018,1,29,2018,1,30,"Music",0.0381471490427767,1
753555,132790,705,10425,2018,1,5,2018,1,6,"Music",0.176218059730212,1
24280015,903304,29801,77951,2018,5,31,2018,6,13,"Music",0.0372036013981046,12
5887961,263517,5785,16153,2018,5,3,2018,5,13,"Music",0.0447552217142743,10
1263078,27294,489,988,2018,5,2,2018,5,18,"Music",0.0216091167766361,16
1131497,55757,442,2160,2018,3,29,2018,4,2,"Music",0.0492771964927879,3
1565130,58037,988,3239,2018,4,23,2018,5,2,"Music",0.0370812648150633,9
2462285,151390,1329,7128,2018,5,2,2018,5,14,"Music",0.0614835406949236,12
16726752,769666,24651,70391,2018,5,31,2018,6,6,"Music",0.0460140737424695,5
676342,10134,322,365,2018,3,16,2018,3,29,"Music",0.0149835438284182,13
