"views","likes","dislikes","comment_count","publish_year","publish_month","publish_day","trending_year","trending_month","trending_day","title","Like View Ratio","days_from_pub_to_trend"
2395471,165937,6967,23932,2018,4,5,2018,4,14,"Comedy",0.0692711370749218,9
1199560,62338,474,27594,2017,12,5,2017,12,10,"Comedy",0.0519673880422822,5
1173366,7732,234,416,2018,1,23,2018,1,30,"Comedy",0.006589589267117,7
639702,12821,1212,1384,2018,5,8,2018,5,31,"Comedy",0.0200421446235904,23
976135,62683,1080,6582,2018,5,25,2018,5,30,"Comedy",0.0642155029785839,5
931571,133479,466,11359,2018,1,24,2018,1,30,"Comedy",0.143283764737202,6
660890,9422,272,210,2018,5,21,2018,6,4,"Comedy",0.0142565328572077,13
1185378,38993,727,5628,2018,4,19,2018,5,2,"Comedy",0.0328949921459653,13
718017,20558,882,1466,2018,6,7,2018,6,10,"Comedy",0.0286316340699454,3
2679373,190208,3880,7995,2018,3,11,2018,3,19,"Comedy",0.0709897427495164,8
1441446,13468,335,310,2018,3,20,2018,4,4,"Comedy",0.00934339545151188,14
1129677,51635,1159,19554,2018,5,25,2018,5,30,"Comedy",0.0457077554026505,5
2793636,127559,7589,6740,2018,3,23,2018,3,25,"Comedy",0.0456605656570863,2
734844,43116,580,28377,2018,4,30,2018,5,1,"Comedy",0.0586736776785277,1
2307087,137870,2549,6149,2018,1,4,2018,1,7,"Comedy",0.0597593415419531,3
3377437,162583,3570,15410,2018,5,23,2018,6,13,"Comedy",0.0481379815522836,20
1236919,99533,823,28003,2018,5,14,2018,6,11,"Comedy",0.0804684866187681,27
951276,18315,363,1092,2018,1,12,2018,1,16,"Comedy",0.0192530874320386,4
1781861,49483,494,2960,2018,5,3,2018,5,8,"Comedy",0.0277704040887589,5
745653,6372,288,601,2018,5,18,2018,5,25,"Comedy",0.00854552989124968,7
926352,19922,507,5668,2018,1,15,2018,1,18,"Comedy",0.0215058638616854,3
3882340,51669,1689,3167,2018,3,7,2018,3,12,"Comedy",0.0133087261806024,5
2119035,53262,3847,4264,2018,3,12,2018,3,26,"Comedy",0.0251350260849868,14
1339479,47519,1659,3503,2018,1,29,2018,1,31,"Comedy",0.0354757334754782,2
2507076,21094,6093,8304,2018,5,30,2018,6,1,"Comedy",0.00841378562117782,1
2162493,62882,957,887,2018,5,10,2018,6,2,"Comedy",0.0290784756297477,22
543242,51333,315,9706,2018,3,13,2018,3,18,"Comedy",0.0944937983440161,5
1369246,46125,3858,3408,2018,1,15,2018,1,17,"Comedy",0.0336864230386651,2
518719,22962,566,1709,2017,12,19,2017,12,21,"Comedy",0.0442667417233608,2
7739368,221672,28627,14747,2018,4,6,2018,4,16,"Comedy",0.0286421320190486,10
1333817,35950,2080,1611,2017,11,14,2017,11,17,"Comedy",0.0269527228997681,3
11338489,263401,4991,10683,2018,5,22,2018,5,30,"Comedy",0.0232306967886109,8
1167158,36480,1340,3596,2017,11,25,2017,11,28,"Comedy",0.0312554084365613,3
5686453,334806,3787,70565,2018,1,20,2018,1,22,"Comedy",0.0588778277073599,2
1160376,23068,1440,3903,2018,6,1,2018,6,3,"Comedy",0.0198797631112674,2
991525,14077,485,1186,2018,3,21,2018,3,30,"Comedy",0.014197322306548,9
2058516,41248,580,1484,2018,4,27,2018,5,1,"Comedy",0.0200377359223829,4
1695829,25765,1419,1568,2018,4,26,2018,5,13,"Comedy",0.0151931592159351,17
2858633,32834,6672,6319,2018,2,8,2018,2,11,"Comedy",0.0114859095238878,3
2298338,98537,2308,5495,2018,3,14,2018,3,20,"Comedy",0.0428731544272426,6
1194912,35980,2862,5548,2018,1,20,2018,1,22,"Comedy",0.030111003990252,2
2182545,32094,2221,4539,2018,6,1,2018,6,10,"Comedy",0.0147048514463619,9
1172245,11557,294,292,2018,3,20,2018,3,25,"Comedy",0.00985886056242509,5
3741747,42715,1209,3838,2018,4,18,2018,4,27,"Comedy",0.0114157905384838,9
2863907,94549,2827,4154,2018,4,4,2018,4,16,"Comedy",0.0330139910269433,12
4096699,53194,1731,3240,2018,3,7,2018,3,14,"Comedy",0.0129846005283766,7
1639042,63153,1713,3442,2017,12,14,2017,12,21,"Comedy",0.0385304342414654,7
1896340,59877,3294,5308,2018,1,8,2018,1,14,"Comedy",0.031575034012888,6
5268742,67172,2111,3627,2018,3,23,2018,4,1,"Comedy",0.0127491534032222,8
2206792,64077,974,907,2018,5,10,2018,6,4,"Comedy",0.0290362662181121,24
606192,646,23,107,2017,12,12,2017,12,16,"Comedy",0.00106566896296883,4
671839,44463,898,4311,2018,3,19,2018,3,30,"Comedy",0.0661810344442642,11
1978138,20192,939,1477,2018,3,6,2018,3,14,"Comedy",0.0102075790465579,8
808829,36693,3333,3142,2018,4,4,2018,4,7,"Comedy",0.0453655840727768,3
554243,12185,1162,1386,2018,5,8,2018,5,19,"Comedy",0.0219849416230787,11
1872700,66046,2497,5038,2018,1,24,2018,1,29,"Comedy",0.0352677951620655,5
628223,25157,1284,1461,2017,12,30,2018,1,5,"Comedy",0.0400446975039118,10
779047,36257,1517,2780,2018,2,24,2018,3,8,"Comedy",0.0465401959060236,14
784451,6845,772,758,2017,11,24,2017,11,28,"Comedy",0.00872584775849607,4
639982,16519,1243,1739,2017,11,20,2017,11,26,"Comedy",0.0258116634530346,6
1675201,16339,835,1046,2018,2,2,2018,2,4,"Comedy",0.00975345645089753,2
1609006,62568,4789,4934,2017,12,20,2017,12,27,"Comedy",0.0388861197534378,7
3311380,40197,1104,3679,2018,4,18,2018,4,22,"Comedy",0.012139047768604,4
12335046,276959,5384,11305,2018,5,22,2018,6,8,"Comedy",0.0224530171999359,16
2600608,47673,2380,4038,2018,2,23,2018,3,8,"Comedy",0.018331482484096,15
2602202,210559,1767,8065,2018,3,5,2018,3,7,"Comedy",0.0809157013944344,2
1329506,66170,608,66546,2017,11,15,2017,11,19,"Comedy",0.0497703658351297,4
1438957,52862,1812,3777,2018,1,22,2018,1,24,"Comedy",0.0367363305505307,2
1214828,91174,1232,5997,2017,12,12,2017,12,16,"Comedy",0.0750509537152585,4
1607810,39699,2268,1847,2017,11,14,2017,11,22,"Comedy",0.024691350346123,8
2302010,69725,3672,2800,2018,2,13,2018,2,20,"Comedy",0.030288747659654,7
537234,27630,2151,5623,2018,2,24,2018,2,26,"Comedy",0.0514301030835725,2
1203280,36312,1412,3093,2018,5,7,2018,5,19,"Comedy",0.0301775147928994,12
3249829,329550,1780,48711,2018,5,16,2018,5,30,"Comedy",0.101405335480728,14
1130996,19326,401,2449,2018,5,18,2018,5,26,"Comedy",0.0170875935900746,8
2244805,32505,2235,4551,2018,6,1,2018,6,12,"Comedy",0.014480099607761,11
2105774,25782,1728,3061,2018,5,3,2018,5,14,"Comedy",0.0122434791197916,11
2024627,59148,911,858,2018,5,10,2018,5,28,"Comedy",0.0292142700853046,18
2949050,29493,2378,19853,2018,1,9,2018,1,16,"Comedy",0.0100008477306251,7
1081127,109200,2500,14134,2017,12,23,2017,12,24,"Comedy",0.101005709782477,1
735060,33965,890,2055,2018,3,3,2018,3,7,"Comedy",0.0462071123445705,4
522580,7950,218,927,2018,5,3,2018,5,14,"Comedy",0.0152129817444219,11
2881650,42354,1283,2649,2018,3,7,2018,3,9,"Comedy",0.0146978293685909,2
1449022,96552,2627,4720,2018,3,28,2018,4,5,"Comedy",0.0666325286986671,7
1280852,12269,310,311,2018,3,20,2018,3,27,"Comedy",0.00957878037431335,7
3965961,461219,3279,77850,2017,11,29,2017,12,2,"Comedy",0.116294386152562,3
1291422,89280,908,9645,2018,2,5,2018,2,6,"Comedy",0.0691330951462806,1
1136781,48126,1423,2986,2018,2,1,2018,2,4,"Comedy",0.0423353310796011,3
1384511,15911,734,1332,2018,3,6,2018,3,9,"Comedy",0.0114921441577568,3
2763904,135863,3631,9956,2018,3,24,2018,3,29,"Comedy",0.0491561935580975,5
2422729,284436,926,44833,2018,5,16,2018,5,18,"Comedy",0.117403143314832,2
1299377,45957,2652,2463,2017,12,10,2017,12,13,"Comedy",0.0353684881293112,3
1881309,95216,3533,7689,2017,12,7,2017,12,14,"Comedy",0.0506115688597673,7
1152064,41379,920,1323,2017,11,21,2017,11,28,"Comedy",0.0359172754291428,7
647516,33556,572,1472,2017,11,28,2017,12,5,"Comedy",0.0518226576640577,7
1375863,56130,1426,2022,2017,11,27,2017,11,30,"Comedy",0.0407962129950438,3
1509459,126207,1091,6053,2017,11,27,2017,11,30,"Comedy",0.0836107506066743,3
2682548,62542,6156,10424,2018,3,27,2018,3,31,"Comedy",0.0233144010843422,4
785770,7718,142,214,2018,3,20,2018,3,22,"Comedy",0.00982221260674243,2
1089816,49594,1178,1672,2017,11,27,2017,11,29,"Comedy",0.0455067644446402,2
696132,33117,850,1997,2018,3,3,2018,3,6,"Comedy",0.0475728741100826,3
5468697,495762,4607,17524,2017,12,21,2017,12,28,"Comedy",0.0906545014287681,7
1566164,49698,4434,3497,2018,1,15,2018,1,18,"Comedy",0.0317323090046764,3
520069,5952,367,481,2018,5,24,2018,6,3,"Comedy",0.0114446352310943,9
3185320,204175,1810,8675,2018,2,26,2018,3,5,"Comedy",0.0640987404719149,9
1172628,55991,1203,35504,2018,4,30,2018,5,14,"Comedy",0.0477483055154746,14
954675,51212,2623,4001,2018,2,24,2018,3,2,"Comedy",0.0536433864927855,8
3066745,34994,7029,6816,2018,2,8,2018,2,12,"Comedy",0.0114107954851153,4
1354670,36803,1157,1299,2018,1,3,2018,1,9,"Comedy",0.0271675020484694,6
1165728,15034,641,1023,2018,3,30,2018,4,2,"Comedy",0.0128966620000549,2
2476262,169499,7035,24103,2018,4,5,2018,4,20,"Comedy",0.0684495420920726,15
820652,16464,201,616,2018,4,24,2018,5,3,"Comedy",0.020062096966802,9
1709643,47929,467,2914,2018,5,3,2018,5,7,"Comedy",0.028034507789053,4
644690,9289,269,210,2018,5,21,2018,6,3,"Comedy",0.0144084753912733,12
792979,24756,1634,1568,2017,12,30,2018,1,7,"Comedy",0.0312189856225701,12
1429491,13367,334,310,2018,3,20,2018,4,3,"Comedy",0.00935088083800458,13
3241405,42172,1270,2369,2018,3,23,2018,3,24,"Comedy",0.0130104075238978,1
2977977,227892,1937,8591,2018,3,5,2018,3,9,"Comedy",0.0765257757195573,4
1264934,54289,1367,22060,2018,5,25,2018,6,5,"Comedy",0.0429184447568015,10
522265,25431,802,1171,2017,11,20,2017,11,22,"Comedy",0.0486936708376016,2
1529624,64697,956,3441,2018,3,14,2018,3,20,"Comedy",0.0422960152298866,6
543067,20302,502,1009,2017,12,13,2017,12,15,"Comedy",0.0373839691971709,2
1634017,67108,2801,5132,2018,3,12,2018,3,25,"Comedy",0.0410693401598637,13
2096182,53088,3834,4262,2018,3,12,2018,3,25,"Comedy",0.025326045162109,13
2780977,235816,1915,11102,2018,1,18,2018,1,19,"Comedy",0.0847960986372775,1
651035,11836,410,554,2018,4,2,2018,4,20,"Comedy",0.0181802821660894,18
2930662,151633,3303,14505,2018,5,23,2018,5,29,"Comedy",0.0517401870294152,6
634876,10616,237,1066,2017,12,15,2017,12,20,"Comedy",0.0167213755126985,5
1276173,102158,793,9725,2017,12,4,2017,12,9,"Comedy",0.0800502753153373,5
7518982,319493,4322,13582,2018,4,24,2018,5,14,"Comedy",0.0424915234535739,20
5008688,474025,4369,16840,2017,12,21,2017,12,26,"Comedy",0.0946405525758442,5
866967,33235,1112,2105,2017,11,20,2017,11,23,"Comedy",0.0383347924430803,3
1219096,48363,1703,2422,2018,4,22,2018,5,3,"Comedy",0.0396711989867902,11
1226515,21726,1185,1316,2018,4,26,2018,5,5,"Comedy",0.0177136031764797,9
2275306,20115,1135,967,2018,2,2,2018,2,6,"Comedy",0.00884056913663481,4
2459793,168666,7024,24059,2018,4,5,2018,4,19,"Comedy",0.0685691844801575,14
1123766,33780,1276,1984,2018,4,21,2018,5,3,"Comedy",0.030059638750416,12
1611996,62581,1695,3422,2017,12,14,2017,12,20,"Comedy",0.0388220566304135,6
955231,73565,720,3915,2018,4,23,2018,4,28,"Comedy",0.0770127853890839,5
2400356,46074,2224,3916,2018,2,23,2018,2,28,"Comedy",0.019194652793169,5
642556,12842,1213,1384,2018,5,8,2018,6,1,"Comedy",0.0199858066845536,23
12168558,274544,5310,11201,2018,5,22,2018,6,5,"Comedy",0.0225617530031085,13
1618811,53446,3188,2899,2017,12,10,2017,12,18,"Comedy",0.0330155898372324,8
613065,24849,1275,1437,2017,12,30,2018,1,4,"Comedy",0.0405324068410364,9
1401048,67572,648,67166,2017,11,15,2017,11,21,"Comedy",0.0482296109769258,6
1739292,58742,2504,4229,2018,1,22,2018,1,26,"Comedy",0.0337735124406943,4
599642,6084,443,334,2018,1,17,2018,1,19,"Comedy",0.0101460538121079,2
2092972,142830,2524,8239,2018,3,2,2018,3,9,"Comedy",0.0682426711871922,7
1918191,111886,2211,8141,2018,3,24,2018,3,26,"Comedy",0.0583289151080367,2
2904076,65686,6416,10822,2018,3,27,2018,4,2,"Comedy",0.02261855405988,5
1031628,44657,1525,2291,2018,4,22,2018,4,28,"Comedy",0.0432878905962227,6
528460,18773,532,813,2017,12,21,2017,12,26,"Comedy",0.0355239753245279,5
1488590,98321,1103,10248,2018,2,5,2018,2,8,"Comedy",0.0660497517785287,3
1193096,55738,1818,4674,2018,4,9,2018,4,17,"Comedy",0.04671711245365,8
522888,21911,856,1558,2018,1,6,2018,1,8,"Comedy",0.0419038111412004,2
2425655,231276,2884,24449,2017,11,28,2017,11,29,"Comedy",0.0953457931981259,1
1037921,20911,539,4762,2018,1,15,2018,1,22,"Comedy",0.020147005407926,7
3582755,113034,6933,18229,2018,5,8,2018,5,25,"Comedy",0.031549464029776,17
614085,33741,1429,2285,2018,4,4,2018,4,15,"Comedy",0.0549451623146633,11
1019288,25129,454,2831,2018,1,3,2018,1,6,"Comedy",0.0246534836081657,3
636106,34759,1436,2276,2018,4,4,2018,4,22,"Comedy",0.0546434084885224,18
1068079,39360,811,2269,2018,4,30,2018,5,2,"Comedy",0.0368512066991299,2
3988963,52588,1716,3209,2018,3,7,2018,3,13,"Comedy",0.013183376230865,6
719145,34432,2797,2907,2018,4,4,2018,4,6,"Comedy",0.0478790786280931,2
892385,42132,1008,1928,2017,12,6,2017,12,8,"Comedy",0.0472128061318825,2
3101026,82905,10882,7474,2018,5,30,2018,6,9,"Comedy",0.0267347000637853,9
1186840,38511,1492,1985,2017,11,22,2017,11,27,"Comedy",0.032448350240976,5
1255175,68676,675,27419,2017,12,21,2017,12,31,"Comedy",0.0547142828689227,10
620010,16094,1210,1718,2017,11,20,2017,11,25,"Comedy",0.0259576458444219,5
4436455,58635,1800,3227,2018,3,23,2018,3,26,"Comedy",0.0132166335508869,3
3305948,161214,3552,15303,2018,5,23,2018,6,7,"Comedy",0.0487648323567098,14
899028,45091,746,22889,2018,5,18,2018,5,22,"Comedy",0.0501552788122283,4
1262560,37124,1429,3129,2018,5,7,2018,5,25,"Comedy",0.0294037511088582,18
1627876,66560,995,3514,2018,3,14,2018,3,22,"Comedy",0.0408876351761436,8
1628979,61507,1577,2165,2017,11,27,2017,12,2,"Comedy",0.0377580067023577,5
2130488,93599,2187,5269,2018,3,14,2018,3,17,"Comedy",0.0439331270582139,3
993844,10525,588,696,2018,2,8,2018,2,12,"Comedy",0.0105901932295209,4
1127663,37031,299,2138,2018,5,3,2018,5,4,"Comedy",0.0328387115654234,1
972531,27975,518,592,2018,5,10,2018,5,13,"Comedy",0.0287651499026766,3
1793039,58053,1913,3199,2018,2,16,2018,2,21,"Comedy",0.0323768752380735,5
6435599,301440,13771,12548,2018,1,26,2018,1,30,"Comedy",0.0468394628068032,4
1638522,52244,5594,6733,2018,1,9,2018,1,12,"Comedy",0.031884832794433,3
1286704,54703,1389,22586,2018,5,25,2018,6,6,"Comedy",0.0425140514057623,11
613985,5841,463,483,2018,5,25,2018,6,6,"Comedy",0.00951326172463497,11
1195170,36205,1408,3080,2018,5,7,2018,5,18,"Comedy",0.0302927616991725,11
1669721,51659,4624,3625,2018,1,15,2018,1,19,"Comedy",0.0309387017352001,4
603470,8925,256,211,2018,5,21,2018,5,31,"Comedy",0.0147894675791672,10
1171651,16238,3832,1660,2018,2,6,2018,2,9,"Comedy",0.0138590757828056,3
1424240,103761,2481,8032,2018,4,12,2018,4,18,"Comedy",0.0728535920912206,6
928925,13579,464,1173,2018,3,21,2018,3,26,"Comedy",0.0146179723874371,5
723025,77224,425,5726,2017,11,27,2017,11,29,"Comedy",0.106806818574738,2
3358706,334053,1821,48946,2018,5,16,2018,6,7,"Comedy",0.0994588392077187,21
1406451,37209,2146,1782,2017,11,14,2017,11,18,"Comedy",0.0264559518959423,4
1339398,39094,1471,3810,2017,11,25,2017,12,2,"Comedy",0.0291877395665814,7
568465,12291,1171,1387,2018,5,8,2018,5,20,"Comedy",0.0216213839022631,12
4815667,251314,3557,19637,2017,12,10,2017,12,15,"Comedy",0.0521867479624318,5
2058569,32574,4195,5227,2018,5,11,2018,5,15,"Comedy",0.0158236133935758,4
678038,44667,901,4312,2018,3,19,2018,3,31,"Comedy",0.0658768387612494,12
3203154,197222,1453,11330,2017,11,20,2017,11,27,"Comedy",0.0615711888969434,7
1083165,18845,390,2423,2018,5,18,2018,5,24,"Comedy",0.0173980880105986,6
1159497,54838,2742,3687,2018,2,24,2018,3,9,"Comedy",0.0472946458679928,15
659476,31672,2512,6049,2018,2,24,2018,3,9,"Comedy",0.0480260085279828,15
1126368,159805,3568,30032,2018,2,26,2018,2,27,"Comedy",0.141876367226342,1
1341344,52324,1375,2112,2017,12,6,2017,12,13,"Comedy",0.0390086361142257,7
572076,6440,378,482,2018,5,24,2018,6,9,"Comedy",0.0112572455408023,15
1549556,49052,1997,1835,2017,11,20,2017,11,27,"Comedy",0.0316555193874891,7
2357163,24154,1313,2946,2017,12,1,2017,12,3,"Comedy",0.0102470639493323,2
766315,38960,1091,1863,2018,4,22,2018,4,25,"Comedy",0.0508407117177662,3
1058034,53629,1057,34730,2018,4,30,2018,5,4,"Comedy",0.0506874070209464,4
598334,9941,420,678,2018,5,23,2018,5,26,"Comedy",0.0166144661677257,3
1520264,99782,1442,6978,2018,4,15,2018,4,28,"Comedy",0.0656346529287019,13
913511,9588,2532,2037,2017,12,23,2017,12,30,"Comedy",0.0104957685238601,7
1746436,128880,11081,32242,2018,3,26,2018,3,30,"Comedy",0.073796005121287,4
635365,43553,868,4290,2018,3,19,2018,3,26,"Comedy",0.068547999968522,7
1409053,94514,964,59712,2018,1,17,2018,1,21,"Comedy",0.0670762561805695,4
1987506,132453,1127,11452,2018,3,1,2018,3,6,"Comedy",0.0666428176820598,5
1118854,53858,1759,4546,2018,4,9,2018,4,14,"Comedy",0.0481367542145803,5
849971,12426,1261,1854,2017,11,24,2017,11,29,"Comedy",0.0146193223062905,5
1391595,113904,932,8490,2018,1,23,2018,1,28,"Comedy",0.0818514007308161,5
1750448,41770,2502,4942,2017,11,22,2017,11,24,"Comedy",0.0238624626381361,2
3276264,330924,1801,48776,2018,5,16,2018,5,31,"Comedy",0.101006512295712,15
803207,15940,196,591,2018,4,24,2018,5,2,"Comedy",0.0198454445740637,8
1582590,61983,1682,3390,2017,12,14,2017,12,19,"Comedy",0.0391655450874832,5
653573,25366,767,2252,2018,5,7,2018,5,8,"Comedy",0.0388112728034971,1
545448,35238,1831,2335,2018,2,3,2018,2,5,"Comedy",0.0646037752453029,2
721451,34678,862,1929,2017,11,20,2017,11,22,"Comedy",0.0480670204906501,2
1373834,67021,640,66879,2017,11,15,2017,11,20,"Comedy",0.0487839142137988,5
1347273,56104,1437,22891,2018,5,25,2018,6,11,"Comedy",0.0416426366445405,16
642275,6157,471,496,2018,5,25,2018,6,11,"Comedy",0.00958623642520727,16
2014354,20459,951,1487,2018,3,6,2018,3,15,"Comedy",0.010156606038462,9
1134295,95686,790,27016,2018,5,14,2018,5,31,"Comedy",0.0843572439268444,17
2710968,28990,3841,4204,2018,2,5,2018,2,7,"Comedy",0.0106935972685771,2
1611093,58474,837,3294,2017,11,14,2017,11,15,"Comedy",0.0362946148980847,1
509192,18202,394,1888,2018,3,27,2018,4,6,"Comedy",0.0357468302722745,9
1411138,95521,1378,6750,2018,4,15,2018,4,23,"Comedy",0.0676907573887175,8
3214944,108200,10685,5725,2018,5,19,2018,5,26,"Comedy",0.0336553296107179,7
3692522,48524,7327,9009,2018,3,23,2018,4,4,"Comedy",0.0131411539321905,11
1712724,68751,1122,3986,2018,1,26,2018,2,1,"Comedy",0.0401413187413734,5
12453063,278324,5423,11359,2018,5,22,2018,6,11,"Comedy",0.0223498427655911,19
2207257,26807,1769,3138,2018,5,3,2018,5,20,"Comedy",0.0121449382650049,17
526982,26505,1321,1550,2018,5,8,2018,5,15,"Comedy",0.0502958355313844,7
2237519,124746,2892,28489,2018,4,25,2018,4,29,"Comedy",0.0557519288104369,4
566477,10158,319,724,2017,11,30,2017,12,3,"Comedy",0.0179318842600847,3
1336848,25355,8678,6521,2017,11,14,2017,11,20,"Comedy",0.0189662549519467,6
2130991,62021,952,872,2018,5,10,2018,5,31,"Comedy",0.0291042993611892,21
1107685,54709,1115,35182,2018,4,30,2018,5,6,"Comedy",0.0493903952838578,6
1573100,101785,1477,6753,2018,4,15,2018,4,30,"Comedy",0.0647034517831034,15
971574,76034,820,5790,2018,4,15,2018,4,18,"Comedy",0.0782585783481238,3
890350,23424,405,2649,2018,1,3,2018,1,5,"Comedy",0.0263087549839951,2
666101,10478,463,611,2018,5,23,2018,5,28,"Comedy",0.0157303471995989,5
1304889,57317,1502,2862,2017,12,14,2017,12,16,"Comedy",0.0439248089301082,2
530315,14966,358,766,2018,4,19,2018,4,20,"Comedy",0.0282209630125491,1
2391450,100780,2347,5598,2018,3,14,2018,3,26,"Comedy",0.0421417968178302,12
1349732,74802,1409,7740,2018,5,25,2018,6,13,"Comedy",0.0554198907634997,18
817764,36245,940,2187,2018,3,3,2018,3,15,"Comedy",0.0443220782524053,12
698037,7942,2237,1777,2017,12,23,2017,12,27,"Comedy",0.0113776203840198,4
609675,33527,1427,2262,2018,4,4,2018,4,14,"Comedy",0.0549915938819863,10
1867722,133152,11374,32784,2018,3,26,2018,4,1,"Comedy",0.0712911236254646,5
1319814,47894,1194,2922,2018,3,15,2018,3,21,"Comedy",0.0362884467053691,6
834196,16870,205,638,2018,4,24,2018,5,4,"Comedy",0.020223065083026,10
3035158,170787,3111,9488,2018,3,2,2018,3,15,"Comedy",0.0562695582898814,13
3266055,150052,4136,10684,2018,3,24,2018,4,6,"Comedy",0.0459428882857147,12
522874,23424,804,973,2018,2,11,2018,2,16,"Comedy",0.044798555674981,5
1714942,64850,4990,5141,2017,12,20,2017,12,30,"Comedy",0.0378146899428669,10
1236854,68514,674,27440,2017,12,21,2017,12,30,"Comedy",0.0553937651493224,9
1557220,31303,1471,2309,2018,4,14,2018,4,17,"Comedy",0.0201018481653202,3
577148,6489,379,482,2018,5,24,2018,6,10,"Comedy",0.0112432166446042,16
1941939,70241,1066,3687,2018,3,14,2018,3,29,"Comedy",0.0361705491264144,15
1436881,48899,2857,2729,2017,12,10,2017,12,14,"Comedy",0.034031349847343,4
3126352,146150,4002,10556,2018,3,24,2018,4,2,"Comedy",0.0467477750426056,8
699701,33851,2383,4992,2018,3,19,2018,3,23,"Comedy",0.0483792362737798,4
1348658,20123,380,769,2018,4,12,2018,4,18,"Comedy",0.0149207582648826,6
22907590,730678,13289,56988,2018,4,6,2018,4,20,"Comedy",0.0318967643475372,14
1251977,57625,1150,5309,2018,1,4,2018,1,8,"Comedy",0.0460272033751419,4
2952730,117504,4117,7050,2017,11,25,2017,12,2,"Comedy",0.0397950371351258,7
779632,35130,921,2132,2018,3,3,2018,3,10,"Comedy",0.0450597204835102,7
1233955,48690,1716,2453,2018,4,22,2018,5,4,"Comedy",0.0394584891669469,12
1408077,26167,696,5470,2018,2,27,2018,3,3,"Comedy",0.0185835007602567,6
802945,38061,727,2438,2018,3,15,2018,3,16,"Comedy",0.047401752299348,1
1509803,16043,3343,2350,2018,3,4,2018,3,10,"Comedy",0.0106258896028157,6
3457795,218858,4602,26657,2017,11,25,2017,12,1,"Comedy",0.0632940934902156,6
764773,28912,477,1862,2018,5,21,2018,5,23,"Comedy",0.0378046819121491,2
5249155,484923,4506,17208,2017,12,21,2017,12,27,"Comedy",0.0923811546810868,6
3691273,88902,20510,8060,2018,2,17,2018,2,25,"Comedy",0.0240843741440961,8
1177237,97418,805,27421,2018,5,14,2018,6,4,"Comedy",0.0827513916059383,20
2538114,176770,3122,21074,2018,1,18,2018,1,20,"Comedy",0.0696462018648493,2
4360205,192541,5747,8523,2018,2,9,2018,2,16,"Comedy",0.0441587035471956,7
556219,20233,720,2838,2018,2,9,2018,2,16,"Comedy",0.0363759598287725,7
1202392,27324,501,3060,2018,1,3,2018,1,9,"Comedy",0.0227247020938263,6
1026261,39665,878,1281,2017,11,21,2017,11,26,"Comedy",0.0386500120339758,5
3440148,337688,1844,49195,2018,5,16,2018,6,13,"Comedy",0.098160893077856,27
2583939,47624,2359,4044,2018,2,23,2018,3,5,"Comedy",0.0184307756491156,12
3411173,277250,4991,28200,2017,11,28,2017,11,30,"Comedy",0.0812770269933539,2
1059059,53153,2343,2950,2018,1,11,2018,1,16,"Comedy",0.0501888941031614,5
6757986,139660,3122,6161,2018,2,8,2018,2,16,"Comedy",0.0206659202904534,8
1949619,146236,5718,21526,2018,4,5,2018,4,7,"Comedy",0.0750074758196345,2
1940438,56878,880,857,2018,5,10,2018,5,26,"Comedy",0.0293119388509192,16
2604291,98363,8762,5191,2018,5,19,2018,5,23,"Comedy",0.0377695887287557,4
1818424,59982,2601,3777,2018,1,22,2018,1,27,"Comedy",0.0329857063039203,5
4395483,484913,3559,79694,2017,11,29,2017,12,5,"Comedy",0.110320754283431,6
629222,12724,1206,1384,2018,5,8,2018,5,29,"Comedy",0.0202217977120953,21
614616,12631,1200,1386,2018,5,8,2018,5,26,"Comedy",0.020551043253023,18
1177321,121814,1923,19302,2018,4,4,2018,4,7,"Comedy",0.103467108800404,3
3000909,103796,5795,11730,2018,4,2,2018,4,16,"Comedy",0.0345881864461735,14
7246997,199036,3391,8762,2018,5,22,2018,5,25,"Comedy",0.0274646174132541,3
1964004,131156,1120,11386,2018,3,1,2018,3,5,"Comedy",0.066779904725245,4
653820,12920,1214,1392,2018,5,8,2018,6,4,"Comedy",0.0197607904316173,26
5684795,374882,4467,14889,2018,1,18,2018,1,25,"Comedy",0.0659446822620693,7
1265875,58943,2538,4397,2018,3,12,2018,3,16,"Comedy",0.0465630492742174,4
1902745,51801,528,2997,2018,5,3,2018,5,10,"Comedy",0.0272243521859209,7
575277,16403,694,852,2018,5,31,2018,6,10,"Comedy",0.0285132205876473,9
2263186,144938,1736,11631,2017,11,23,2017,11,28,"Comedy",0.0640415767859999,5
545479,23880,826,989,2018,2,11,2018,2,18,"Comedy",0.0437780372846617,7
3754401,167512,11882,10764,2017,12,2,2017,12,7,"Comedy",0.0446175035644834,5
1172868,67669,652,27378,2017,12,21,2017,12,27,"Comedy",0.0576953246230607,6
788724,38694,1523,3959,2018,5,22,2018,5,25,"Comedy",0.0490589864134983,3
2574365,95855,5251,10882,2018,4,2,2018,4,7,"Comedy",0.0372344247999021,5
1502992,99137,1434,6944,2018,4,15,2018,4,27,"Comedy",0.0659597655875746,12
2360786,100025,2341,5572,2018,3,14,2018,3,23,"Comedy",0.0423693634238766,9
19924745,682256,12269,55270,2018,4,6,2018,4,18,"Comedy",0.0342416427412245,12
515573,8964,601,609,2017,12,29,2018,1,5,"Comedy",0.01738648067296,11
2015271,156034,1161,5873,2018,5,15,2018,5,16,"Comedy",0.077425815188131,1
2491405,182136,3772,7783,2018,3,11,2018,3,16,"Comedy",0.0731057375256131,5
