"views","likes","dislikes","comment_count","publish_year","publish_month","publish_day","trending_year","trending_month","trending_day","title","Like_View_Ratio","days_from_pub_to_trend"
1844814,53734,3371,7205,2018,4,21,2018,4,23,"Film & Animation",0.0291270556272882,2
1063945,4999,240,2361,2018,3,4,2018,3,6,"Film & Animation",0.00469855114691079,2
811071,18159,580,1954,2018,4,2,2018,4,5,"Film & Animation",0.0223889153970491,3
4328193,14934,390,2670,2017,11,16,2017,11,21,"Film & Animation",0.0034504006637412,5
1680809,82525,6116,25932,2018,1,19,2018,1,20,"Film & Animation",0.0490983806012462,1
513336,9520,350,738,2018,3,21,2018,3,23,"Film & Animation",0.0185453582059314,2
3841044,17735,2966,2432,2018,5,26,2018,5,28,"Film & Animation",0.00461723427276543,2
610104,16942,438,1725,2018,2,27,2018,2,28,"Film & Animation",0.0277690360987635,1
690719,21584,237,4553,2017,12,23,2017,12,26,"Film & Animation",0.0312485974759635,3
4539805,107953,5670,16124,2018,5,15,2018,5,20,"Film & Animation",0.0237792151865554,5
2635506,325639,7222,93258,2018,6,8,2018,6,11,"Film & Animation",0.123558436216802,3
869784,35419,615,3921,2018,1,16,2018,1,17,"Film & Animation",0.0407216044443218,1
504952,12986,106,537,2018,4,30,2018,5,4,"Film & Animation",0.0257172959013926,4
540602,15322,203,1445,2018,5,1,2018,5,3,"Film & Animation",0.0283424774603128,2
669063,35492,251,8216,2017,11,25,2017,11,27,"Film & Animation",0.0530473214032161,2
1560097,10112,549,4208,2018,6,7,2018,6,8,"Film & Animation",0.00648164825648662,1
2737299,38515,1119,3331,2018,4,21,2018,4,22,"Film & Animation",0.0140704395098964,1
2483947,76669,2061,9608,2018,3,6,2018,3,10,"Film & Animation",0.030865795445716,4
672665,7559,723,1671,2018,2,17,2018,2,19,"Film & Animation",0.0112373915693547,2
3780988,266140,6356,21649,2018,2,10,2018,2,13,"Film & Animation",0.0703890094335131,3
1308851,22340,908,1921,2018,3,12,2018,3,21,"Film & Animation",0.0170684058002019,9
1057836,37009,1600,8240,2018,1,24,2018,1,25,"Film & Animation",0.0349855743234301,1
1282868,17342,660,727,2018,1,29,2018,1,31,"Film & Animation",0.0135181483987441,2
827325,27009,643,3039,2017,12,19,2017,12,20,"Film & Animation",0.0326461789502312,1
9823890,278352,2335,21968,2018,4,19,2018,4,21,"Film & Animation",0.028334193481401,2
3846982,19110,7938,5664,2018,5,3,2018,5,5,"Film & Animation",0.00496753039135613,2
511957,4206,244,960,2017,11,28,2017,12,1,"Film & Animation",0.00821553372646531,3
646828,24051,331,2724,2018,4,24,2018,4,25,"Film & Animation",0.0371829914598626,1
1260142,11630,607,1099,2018,1,19,2018,1,22,"Film & Animation",0.0092291186231393,3
884677,10548,478,560,2018,5,23,2018,5,25,"Film & Animation",0.0119229956243917,2
6057662,109167,2557,5522,2017,12,19,2017,12,20,"Film & Animation",0.0180213092113756,1
1558856,94507,3068,13677,2017,12,30,2017,12,31,"Film & Animation",0.0606258692271769,1
1777325,131083,821,29878,2017,11,26,2017,11,28,"Film & Animation",0.0737529714599187,2
3406316,269530,8189,36280,2018,2,21,2018,2,25,"Film & Animation",0.0791265402270371,4
781320,4766,592,974,2018,5,14,2018,5,16,"Film & Animation",0.00609993344596324,2
3976541,165915,4168,31453,2018,2,8,2018,2,13,"Film & Animation",0.041723447589249,5
1127296,28640,511,3444,2018,4,26,2018,4,29,"Film & Animation",0.0254059271034404,3
1084816,32815,781,4454,2018,3,8,2018,3,11,"Film & Animation",0.0302493694783263,3
575327,4589,501,403,2017,12,26,2017,12,30,"Film & Animation",0.00797633345905894,4
2288613,73233,1938,9125,2018,3,6,2018,3,9,"Film & Animation",0.0319988569496022,3
4071774,99682,5147,15235,2018,5,15,2018,5,18,"Film & Animation",0.0244812212072674,3
1304398,36471,1180,7341,2017,11,30,2017,12,3,"Film & Animation",0.0279600244710587,3
2179638,140225,1003,31851,2017,11,26,2017,12,1,"Film & Animation",0.0643340774936021,5
4837737,200611,3745,13452,2018,1,20,2018,1,25,"Film & Animation",0.0414679425524786,5
1532390,62045,2749,11987,2018,1,4,2018,1,5,"Film & Animation",0.0404890399963456,1
534831,8581,228,275,2018,1,29,2018,1,30,"Film & Animation",0.0160443205423769,1
926600,21414,546,1359,2018,5,23,2018,6,4,"Film & Animation",0.023110295704727,11
2400511,58408,5292,7922,2018,4,24,2018,4,26,"Film & Animation",0.0243314860877538,2
965956,14496,211,1684,2018,1,26,2018,1,29,"Film & Animation",0.0150068947239833,3
508449,13755,364,401,2017,12,4,2017,12,7,"Film & Animation",0.0270528607588962,3
4895490,29533,2793,4729,2017,12,13,2017,12,18,"Film & Animation",0.00603269539923481,5
737771,17252,997,2922,2018,6,5,2018,6,7,"Film & Animation",0.0233839497621891,2
3923161,156941,8181,21809,2017,12,30,2018,1,2,"Film & Animation",0.0400037112930109,7
1403682,36367,2620,6078,2018,3,29,2018,3,31,"Film & Animation",0.0259082897693352,2
690967,8311,571,1528,2018,5,19,2018,5,21,"Film & Animation",0.012028070805118,2
15070716,298541,9081,27080,2018,4,13,2018,4,18,"Film & Animation",0.0198093441612197,5
973172,31286,673,3479,2018,4,17,2018,4,18,"Film & Animation",0.0321484794054905,1
1643535,65976,5430,5457,2017,12,11,2017,12,14,"Film & Animation",0.0401427411037794,3
1408283,52981,2726,3947,2018,1,22,2018,1,24,"Film & Animation",0.0376209895312235,2
567740,19945,184,4276,2017,12,23,2017,12,25,"Film & Animation",0.0351305174904005,2
10096111,171460,4899,7675,2017,12,19,2017,12,23,"Film & Animation",0.0169827768335748,4
1010295,26854,442,3205,2018,4,26,2018,4,28,"Film & Animation",0.0265803552427756,2
7540488,205631,2312,12304,2018,2,7,2018,2,8,"Film & Animation",0.0272702509439707,1
677559,27368,1224,4379,2018,3,29,2018,3,30,"Film & Animation",0.0403920544188772,1
1844039,13424,532,1491,2018,1,30,2018,2,2,"Film & Animation",0.00727967250150349,2
1726008,59228,3119,4119,2018,1,22,2018,1,26,"Film & Animation",0.034315020556104,4
1070726,39568,1215,5627,2018,2,27,2018,2,28,"Film & Animation",0.0369543655426318,1
1273343,32935,1209,5223,2017,11,21,2017,11,23,"Film & Animation",0.025864986888843,2
607822,23186,490,3755,2018,2,3,2018,2,4,"Film & Animation",0.0381460361750644,1
996787,8858,804,598,2018,5,21,2018,5,25,"Film & Animation",0.00888655249316053,4
3411614,89893,4466,14071,2018,5,15,2018,5,17,"Film & Animation",0.0263491121797484,2
1767675,31139,1293,4241,2018,6,4,2018,6,8,"Film & Animation",0.0176157947586519,4
16676257,343908,5641,17945,2018,2,7,2018,2,11,"Film & Animation",0.0206226133358343,4
3938807,234926,4555,15724,2018,3,4,2018,3,7,"Film & Animation",0.0596439480279181,3
1633974,35866,3960,6613,2018,3,14,2018,3,19,"Film & Animation",0.0219501656697108,5
2113121,138786,983,31462,2017,11,26,2017,11,30,"Film & Animation",0.065678207731597,4
1297543,55539,1135,8994,2018,6,12,2018,6,13,"Film & Animation",0.0428032057511774,1
23236645,412558,51293,43862,2018,6,11,2018,6,13,"Film & Animation",0.0177546285188761,2
1544820,50753,1833,6264,2018,1,23,2018,1,25,"Film & Animation",0.0328536657992517,2
4387130,191771,3534,14384,2018,1,20,2018,1,24,"Film & Animation",0.0437121762974883,4
1607907,76209,2216,7124,2018,5,8,2018,5,11,"Film & Animation",0.0473963979259995,3
817532,33948,543,3704,2018,6,12,2018,6,13,"Film & Animation",0.0415249800619425,1
1308884,40691,957,4879,2018,5,17,2018,5,21,"Film & Animation",0.031088316458907,4
763383,6026,619,2417,2018,4,28,2018,5,1,"Film & Animation",0.00789380952942363,3
