"views","likes","dislikes","comment_count","publish_year","publish_month","publish_day","trending_year","trending_month","trending_day","title","Like_View_Ratio","days_from_pub_to_trend"
4033668,10725,3467,2008,2018,3,17,2018,3,22,"Music",0.00265887028877934,5
1690964,57873,1308,2771,2018,3,19,2018,3,22,"Music",0.034224856354127,3
4325734,42244,1003,3417,2018,4,18,2018,4,19,"Music",0.00976574149034592,1
13939010,206280,5786,10765,2018,2,6,2018,2,8,"Music",0.0147987554352856,2
5988303,532887,5522,22643,2017,12,15,2017,12,16,"Music",0.0889879820710475,1
952447,61735,3917,3336,2018,4,20,2018,4,21,"Music",0.0648172549233711,1
966755,20745,369,340,2018,5,13,2018,5,14,"Music",0.0214583839752574,1
2086966,49275,1222,1560,2018,1,27,2018,1,30,"Music",0.0236108302674792,3
15521288,301127,34467,16635,2018,5,2,2018,5,7,"Music",0.0194009028116739,5
765969,8989,974,394,2018,2,5,2018,2,9,"Music",0.0117354618790055,4
530877,16172,1082,1158,2018,6,7,2018,6,8,"Music",0.0304628002343292,1
628401,15950,362,569,2018,4,21,2018,4,23,"Music",0.0253818819511745,2
26709525,308144,73959,30342,2018,3,19,2018,3,23,"Music",0.011536858105863,4
7502285,318425,22824,16210,2017,12,31,2018,1,4,"Music",0.0424437354752585,8
1317863,46535,1361,2882,2018,4,28,2018,4,30,"Music",0.035310954173537,2
3797050,27115,2494,2128,2018,5,21,2018,5,22,"Music",0.00714107004121621,1
622818,6757,615,308,2018,6,9,2018,6,10,"Music",0.0108490762951617,1
2158039,64639,2660,3055,2018,5,4,2018,5,8,"Music",0.0299526560919427,4
2703200,77930,2223,3585,2018,2,1,2018,2,3,"Music",0.0288287955016277,2
2838717,53316,2284,1965,2018,5,7,2018,5,10,"Music",0.0187817242789612,3
6312262,85991,3463,5654,2017,12,5,2017,12,9,"Music",0.0136228502555819,4
1628016,38511,3070,3024,2017,11,20,2017,11,21,"Music",0.0236551729221334,1
797993,10699,507,294,2018,5,6,2018,5,8,"Music",0.0134073857790732,2
548856,8883,198,452,2018,1,13,2018,1,15,"Music",0.0161845730027548,2
1304351,31891,1252,2238,2018,1,22,2018,1,24,"Music",0.0244497071723792,2
3404447,149027,8125,12480,2018,4,5,2018,4,7,"Music",0.0437742164880229,2
2462745,84872,4253,3065,2018,1,18,2018,1,21,"Music",0.0344623580598072,3
1494516,33263,2281,1030,2018,1,28,2018,1,30,"Music",0.0222567038425818,2
5139183,96691,1998,8359,2018,3,12,2018,3,15,"Music",0.0188144691481117,3
963703,27942,1959,1542,2018,3,21,2018,3,22,"Music",0.0289944101035277,1
1067261,33574,1485,3294,2018,5,18,2018,5,22,"Music",0.0314580969416103,4
3277824,43571,9820,5593,2018,4,27,2018,5,1,"Music",0.0132926600085911,4
2155971,6789,2251,1288,2017,12,10,2017,12,14,"Music",0.00314892918318475,4
2395719,14093,3149,2218,2018,4,14,2018,4,15,"Music",0.00588257637894928,1
8020245,277004,29998,30935,2018,3,17,2018,3,20,"Music",0.034538097028208,3
4271709,113098,9025,11854,2018,4,26,2018,4,28,"Music",0.0264760544316104,2
1717466,43677,1097,1560,2017,11,21,2017,11,26,"Music",0.0254310711245521,5
23345196,618776,39821,48371,2018,6,6,2018,6,9,"Music",0.0265054960343875,3
2731391,31531,2261,1109,2018,3,7,2018,3,10,"Music",0.0115439349401093,3
603628,1717,403,115,2018,1,10,2018,1,12,"Music",0.00284446712213482,2
2047593,24105,819,577,2017,11,17,2017,11,20,"Music",0.0117723590576838,3
639572,31986,585,2581,2018,5,17,2018,5,19,"Music",0.0500115702375964,2
11880974,854238,25293,53600,2018,6,5,2018,6,7,"Music",0.0718996607517195,2
1257916,29377,1519,1822,2018,1,16,2018,1,18,"Music",0.0233537056528417,2
1374986,9202,970,382,2018,2,6,2018,2,9,"Music",0.00669243177748719,3
4366825,189975,42220,30783,2018,6,1,2018,6,2,"Music",0.0435041477503678,1
1785833,19026,2203,2095,2018,6,9,2018,6,12,"Music",0.0106538517319369,3
903704,5217,855,390,2018,1,19,2018,1,20,"Music",0.00577290794330887,1
2183158,33495,1576,2194,2017,12,20,2017,12,24,"Music",0.0153424534550408,4
5718766,127477,7134,8063,2017,11,11,2017,11,14,"Music",0.0222909977432194,3
2437182,51989,1800,2080,2018,3,31,2018,4,1,"Music",0.0213316034666266,0
689025,17603,5977,1658,2018,5,17,2018,5,18,"Music",0.0255476942055804,1
726234,22752,2487,361,2018,1,22,2018,1,24,"Music",0.0313287452804468,2
1478570,131973,2028,14353,2018,5,22,2018,5,25,"Music",0.089257187688104,3
4278134,212830,13136,19447,2018,3,25,2018,3,27,"Music",0.0497483248537797,2
642978,16380,443,498,2018,3,18,2018,3,19,"Music",0.0254752106603958,1
953717,11803,596,587,2018,1,14,2018,1,16,"Music",0.0123757886249275,2
672523,14822,257,681,2018,4,19,2018,4,22,"Music",0.0220393949351918,3
2116110,20380,2452,2233,2018,6,9,2018,6,13,"Music",0.00963087930211567,4
1585400,19651,327,860,2018,2,3,2018,2,5,"Music",0.0123949791850637,2
3397075,54882,5941,3184,2018,4,19,2018,4,22,"Music",0.0161556633280101,3
871596,19283,381,663,2018,1,3,2018,1,7,"Music",0.0221237821192387,4
650518,22992,627,1235,2018,1,14,2018,1,16,"Music",0.0353441411306067,2
4279243,5998,924,410,2018,2,20,2018,2,22,"Music",0.00140164977777612,2
11224655,235111,17671,13373,2018,2,13,2018,2,16,"Music",0.0209459444410541,3
845839,8398,779,453,2018,6,9,2018,6,13,"Music",0.00992860343398685,4
1118284,54119,2005,1854,2018,1,2,2018,1,5,"Music",0.0483946832826008,3
540331,13038,866,475,2018,2,24,2018,2,25,"Music",0.024129653860319,1
6596028,152004,1601,3159,2017,12,20,2017,12,22,"Music",0.0230447778572195,2
1183961,42118,1220,1448,2018,4,28,2018,5,1,"Music",0.035573806907491,3
4561727,94671,3220,7241,2018,2,7,2018,2,10,"Music",0.0207533243440478,3
1674402,52795,3949,2984,2018,6,7,2018,6,10,"Music",0.0315306599012662,3
3637277,81378,5069,4212,2018,6,13,2018,6,14,"Music",0.0223733303787421,1
7169536,260767,12532,27911,2018,3,26,2018,3,30,"Music",0.036371530877312,4
2172794,40139,1126,1711,2018,3,7,2018,3,9,"Music",0.0184734493928094,2
1004323,16343,427,614,2018,4,16,2018,4,18,"Music",0.0162726533196989,2
14703926,135170,14302,7137,2018,3,1,2018,3,4,"Music",0.00919278293429932,3
1766174,69255,1446,3722,2018,5,22,2018,5,23,"Music",0.0392118783313535,1
561983,5540,496,546,2017,11,27,2017,12,1,"Music",0.00985794943975174,4
622408,16390,243,537,2018,1,3,2018,1,5,"Music",0.0263332090847161,2
7196335,205103,4846,7314,2018,2,14,2018,2,18,"Music",0.0285010355965919,4
1084747,19250,1231,1564,2018,1,29,2018,1,31,"Music",0.0177460735083849,2
5810830,175366,6591,9451,2018,3,27,2018,3,30,"Music",0.030179165454849,3
14016668,208491,107917,44278,2018,5,25,2018,5,29,"Music",0.0148745051248984,4
1530245,37641,1658,5515,2018,5,13,2018,5,18,"Music",0.0245980218853844,5
5493910,125074,9643,12571,2018,4,26,2018,4,29,"Music",0.0227659353720756,3
1424406,37024,1869,4128,2018,4,27,2018,4,30,"Music",0.0259925891915648,3
2588672,66902,4398,6211,2018,3,10,2018,3,12,"Music",0.0258441393888449,2
681924,3511,897,370,2018,3,18,2018,3,20,"Music",0.00514866759345616,2
9454988,174248,10099,10770,2017,11,11,2017,11,18,"Music",0.0184292142940848,7
2165680,27957,1926,971,2018,3,7,2018,3,9,"Music",0.0129091093790403,2
646731,29340,560,1919,2018,6,5,2018,6,6,"Music",0.0453666207434003,1
857158,21005,739,177,2017,12,20,2017,12,22,"Music",0.0245054004045929,2
3724319,10219,3182,1830,2018,3,17,2018,3,20,"Music",0.00274385733338095,3
3746236,76651,2178,3457,2018,5,3,2018,5,4,"Music",0.0204608038575253,1
12221037,276630,78735,45286,2018,6,1,2018,6,5,"Music",0.022635558668221,4
647121,17908,514,764,2018,2,6,2018,2,8,"Music",0.0276733408435208,2
1843172,25252,4249,2417,2018,5,26,2018,5,30,"Music",0.0137002949263552,4
1291766,33405,903,2105,2018,5,3,2018,5,7,"Music",0.0258599467705451,4
1234928,81151,1475,4595,2018,2,22,2018,2,24,"Music",0.0657131427905109,2
1246895,20479,931,926,2018,3,25,2018,3,28,"Music",0.0164239972090673,3
1071238,32948,1609,3662,2018,4,27,2018,4,29,"Music",0.0307569373005812,2
9500472,167629,2185,5262,2017,12,20,2017,12,24,"Music",0.0176442812525525,4
555157,5947,571,271,2018,3,15,2018,3,17,"Music",0.0107122849932542,2
2878418,45764,3762,2123,2018,4,24,2018,4,29,"Music",0.0158990111929539,5
517781,7448,468,437,2018,1,18,2018,1,21,"Music",0.0143844598391984,3
19472216,309752,10303,21731,2018,6,10,2018,6,14,"Music",0.0159073831144848,4
1636867,77279,1384,1103,2018,4,17,2018,4,20,"Music",0.0472115327635049,3
6301774,304494,20818,15585,2017,12,31,2018,1,3,"Music",0.048318774998913,7
713040,7747,726,357,2018,6,9,2018,6,11,"Music",0.0108647481207225,2
727456,22643,574,1358,2018,5,9,2018,5,11,"Music",0.0311262811771434,2
510753,26350,1093,863,2018,3,26,2018,3,29,"Music",0.0515904948184347,3
1163924,6898,1244,1096,2018,3,17,2018,3,20,"Music",0.00592650379234383,3
623996,7396,106,263,2018,3,17,2018,3,18,"Music",0.0118526400810262,1
3973423,45744,933,1656,2018,5,22,2018,5,25,"Music",0.0115124918741347,3
608918,25715,577,1358,2018,5,23,2018,5,24,"Music",0.0422306451771831,1
5151540,160487,4841,7356,2018,5,17,2018,5,21,"Music",0.0311532085551117,4
1146428,14722,1345,1143,2018,4,26,2018,4,29,"Music",0.0128416263385053,3
558245,12855,430,620,2018,4,2,2018,4,5,"Music",0.02302752375749,3
2898652,56616,2745,2786,2018,5,13,2018,5,14,"Music",0.0195318375575957,1
893778,14290,530,860,2018,1,16,2018,1,18,"Music",0.0159883102962928,2
1907443,60617,1951,2441,2018,4,17,2018,4,19,"Music",0.0317791934018474,2
3746236,76652,2178,3457,2018,5,3,2018,5,4,"Music",0.0204610707921231,1
676435,69727,6165,5671,2018,1,26,2018,1,26,"Music",0.103080118562759,0
6647181,40269,1579,2092,2018,3,28,2018,3,30,"Music",0.00605805679129243,2
1572537,81270,1617,5997,2018,5,11,2018,5,12,"Music",0.051680818956883,1
3215881,93114,4039,3624,2018,4,1,2018,4,5,"Music",0.0289544295948762,4
2994024,35529,1260,1658,2018,1,16,2018,1,17,"Music",0.0118666383435804,1
2407295,74843,2560,3951,2018,3,14,2018,3,16,"Music",0.0310900824369261,2
2331335,270705,4422,22329,2018,5,23,2018,5,24,"Music",0.11611587352311,1
9087502,168168,4091,8955,2018,2,6,2018,2,7,"Music",0.018505415459606,1
855281,13368,1312,960,2018,5,21,2018,5,22,"Music",0.0156299508582559,1
5509526,174669,3732,6101,2018,2,14,2018,2,16,"Music",0.031703090247691,2
3531669,11508,564,789,2018,4,5,2018,4,7,"Music",0.00325851601608191,2
24508151,365972,40145,25675,2018,4,26,2018,5,1,"Music",0.0149326646469577,5
1653367,42744,1241,1509,2018,5,8,2018,5,10,"Music",0.0258526993704362,2
607257,13400,512,1031,2018,6,12,2018,6,13,"Music",0.0220664397446221,1
1212382,19523,929,770,2018,5,5,2018,5,7,"Music",0.0161030104373044,2
930349,115341,2614,7372,2017,12,14,2017,12,15,"Music",0.123976056297153,1
1153279,77389,1169,4114,2018,5,21,2018,5,22,"Music",0.0671034502492458,1
10740130,316722,33528,33931,2018,3,17,2018,3,22,"Music",0.0294895871837678,5
7128122,443698,10383,31214,2018,5,23,2018,5,26,"Music",0.0622461287839911,3
1052263,27559,1142,1208,2018,5,31,2018,5,31,"Music",0.0261902205057101,0
3403440,214529,5100,12159,2018,4,2,2018,4,4,"Music",0.0630329901511412,2
9743210,149022,10485,6328,2017,12,29,2018,1,3,"Music",0.0152949592588069,9
2298585,40855,12264,3474,2018,5,17,2018,5,20,"Music",0.0177739783388476,3
642644,1336,409,115,2017,12,20,2017,12,23,"Music",0.00207891149687852,3
2260328,117525,4358,7907,2018,3,2,2018,3,3,"Music",0.0519946662608259,1
2070868,22362,1684,983,2017,12,17,2017,12,21,"Music",0.0107983705383443,4
8911728,155243,3800,9922,2018,4,4,2018,4,5,"Music",0.0174200783506857,1
2920050,47232,14023,4134,2018,5,17,2018,5,21,"Music",0.0161750654954538,4
764183,32510,527,2554,2018,4,19,2018,4,20,"Music",0.0425421659471619,1
662160,24739,2021,3991,2018,4,14,2018,4,16,"Music",0.0373610607708107,2
707665,3740,676,404,2018,2,15,2018,2,16,"Music",0.0052849865402415,1
1018625,38135,582,1448,2018,1,3,2018,1,4,"Music",0.0374377224199288,1
2044492,49558,3050,2324,2018,5,5,2018,5,9,"Music",0.0242397622490086,4
15210790,302601,22267,16715,2018,5,24,2018,5,29,"Music",0.0198938385185779,5
1758137,45697,2734,2276,2018,5,5,2018,5,8,"Music",0.0259917173690105,3
957771,46606,714,1526,2018,4,21,2018,4,22,"Music",0.0486609011966326,1
740251,12438,258,303,2018,2,20,2018,2,24,"Music",0.0168024089126526,4
16106570,1007250,32071,60947,2018,6,5,2018,6,8,"Music",0.0625365922105079,3
832163,12053,501,445,2018,1,24,2018,1,25,"Music",0.0144839412470874,1
1090753,41683,403,553,2018,1,5,2018,1,6,"Music",0.0382148845797353,1
8151118,161705,17016,12322,2018,1,24,2018,1,27,"Music",0.0198383829064921,3
2244679,174921,3035,20544,2017,11,16,2017,11,18,"Pets & Animals",0.0779269552572996,2
2490776,186307,3322,21384,2017,11,16,2017,11,19,"Pets & Animals",0.0747987775697212,3
9651434,432675,4078,33345,2018,2,5,2018,2,7,"Sports",0.0448301257616226,2
11386222,398819,17930,28445,2018,5,7,2018,5,9,"Sports",0.0350264556584265,2
1212478,27079,2939,3162,2018,2,6,2018,2,7,"Sports",0.0223336011045149,1
878312,23324,1116,2942,2018,3,24,2018,3,25,"Sports",0.0265554837005529,1
846092,2892,986,780,2018,3,14,2018,3,16,"Sports",0.00341806801151648,2
544977,11682,398,1139,2018,6,8,2018,6,9,"Sports",0.0214357670140208,1
6969112,324853,3151,16270,2017,12,26,2017,12,29,"Sports",0.0466132557490825,3
1911194,9512,3050,1249,2018,1,21,2018,1,23,"Sports",0.00497699343970314,2
2459371,11707,3113,2946,2018,1,27,2018,1,29,"Sports",0.00476016021982857,2
13275050,431020,19914,30932,2018,5,7,2018,5,10,"Sports",0.0324684276142086,3
606386,3313,589,200,2017,12,13,2017,12,14,"Sports",0.0054635166379171,1
1929211,39955,2485,1364,2018,4,27,2018,4,28,"Sports",0.0207105391789701,1
761468,11991,388,1425,2018,5,2,2018,5,4,"Sports",0.0157472145907642,2
1022354,12122,1045,1607,2017,12,7,2017,12,10,"Sports",0.0118569497453915,3
2405777,48434,13106,2594,2018,4,25,2018,4,28,"Sports",0.0201323730337434,3
4600608,39552,2141,2997,2018,2,3,2018,2,8,"Sports",0.008597124553972,5
503864,5264,475,222,2018,3,4,2018,3,5,"Sports",0.0104472635473064,1
1360741,11085,1416,601,2018,5,12,2018,5,14,"Sports",0.00814629676036806,2
1775669,13177,1824,660,2018,5,12,2018,5,15,"Sports",0.00742086503734649,3
658055,12389,2961,2748,2018,5,25,2018,5,28,"Sports",0.0188266938173861,3
992285,20471,3648,1099,2018,5,17,2018,5,19,"Sports",0.0206301616974962,2
2197850,30238,1627,3985,2018,5,22,2018,5,24,"Sports",0.0137579907637009,2
1054453,20084,2202,3658,2018,4,3,2018,4,3,"Sports",0.0190468422964324,0
2343623,17883,883,3769,2018,1,28,2018,1,31,"Sports",0.00763049347100622,3
1615977,0,0,0,2018,3,19,2018,3,23,"Sports",0,4
10130930,176613,2839,18134,2018,1,29,2018,2,2,"Sports",0.0174330490882871,3
776938,13250,3227,646,2018,5,13,2018,5,16,"Sports",0.0170541278712072,3
1438957,23910,892,1154,2018,1,24,2018,1,26,"Sports",0.0166162018739962,2
2996732,23630,811,846,2018,1,18,2018,1,22,"Sports",0.00788525633923888,4
1074331,4338,1014,99,2017,12,13,2017,12,15,"Sports",0.00403786170184049,2
9159408,165056,2567,17398,2018,1,29,2018,2,1,"Sports",0.0180203786096219,2
2335267,13716,1308,1692,2017,12,23,2017,12,25,"Sports",0.00587341832861082,2
607470,11294,2410,470,2018,5,13,2018,5,15,"Sports",0.0185918646188289,2
917467,3940,994,632,2018,2,24,2018,2,25,"Sports",0.00429443238830388,1
1641745,7643,702,1082,2017,11,11,2017,11,14,"Sports",0.00465541238133815,3
1942268,10218,941,828,2018,1,11,2018,1,14,"Sports",0.00526085998430701,3
971403,3881,1697,274,2018,2,18,2018,2,19,"Sports",0.00399525222796306,1
760490,5556,622,516,2018,1,28,2018,2,1,"Sports",0.00730581598706097,3
1775669,13177,1824,660,2018,5,12,2018,5,15,"Sports",0.00742086503734649,3
10558591,325481,6104,24107,2017,12,4,2017,12,8,"Sports",0.030826177470081,4
804924,3623,313,0,2017,12,13,2017,12,15,"Sports",0.00450104606149152,2
796369,5644,855,191,2018,4,15,2018,4,17,"Sports",0.00708716687867057,2
831139,12000,2953,1007,2018,5,17,2018,5,19,"Sports",0.0144380181894966,2
2405777,48434,13106,2594,2018,4,25,2018,4,28,"Sports",0.0201323730337434,3
1926982,7596,839,1367,2018,1,21,2018,1,23,"Sports",0.00394191538893461,2
536252,3463,379,130,2017,12,12,2017,12,14,"Sports",0.00645778477283068,2
894868,6560,476,292,2018,3,10,2018,3,11,"Sports",0.00733069011295521,1
4492909,39290,2095,2979,2018,2,3,2018,2,7,"Sports",0.00874489111620111,4
595609,0,0,0,2018,3,19,2018,3,20,"Sports",0,1
1407988,14622,1321,1840,2018,5,7,2018,5,10,"Sports",0.010385031690611,3
1011117,24142,1584,1223,2018,4,3,2018,4,7,"Sports",0.0238765642353951,4
924212,12751,3254,915,2018,5,17,2018,5,20,"Sports",0.0137966180919529,3
1168024,13018,1139,1623,2018,5,7,2018,5,9,"Sports",0.0111453189318028,2
811823,13839,3407,3037,2018,5,25,2018,5,29,"Sports",0.0170468193189895,4
3375614,22053,2763,1994,2018,5,6,2018,5,9,"Sports",0.00653303369401833,3
8267018,367667,5273,33808,2017,12,11,2017,12,13,"Sports",0.0444739566310367,2
6270936,96934,6706,11212,2018,4,3,2018,4,4,"Sports",0.0154576605470061,1
1261703,26886,2528,1315,2018,5,28,2018,5,30,"Sports",0.0213092938670987,2
575372,6220,323,831,2017,12,9,2017,12,11,"Sports",0.0108103974472168,2
683097,18551,645,3522,2018,5,23,2018,5,25,"Sports",0.0271571972940885,2
3394865,31019,2458,5704,2017,12,23,2017,12,25,"Sports",0.00913703490418618,2
16363949,450655,20389,39970,2018,3,5,2018,3,10,"Sports",0.0275395016202996,5
12948825,552368,7378,51412,2018,2,19,2018,2,22,"Sports",0.0426577701065541,3
572981,5705,685,319,2018,5,12,2018,5,13,"Sports",0.00995670013490849,1
685077,0,0,1183,2018,3,16,2018,3,17,"Sports",0,1
2806987,18736,2030,1805,2018,5,6,2018,5,8,"Sports",0.00667477262986968,2
1380681,5062,1333,217,2017,12,13,2017,12,19,"Sports",0.00366630669937516,6
1576014,10129,1015,178,2017,12,9,2017,12,10,"Sports",0.00642697336444981,1
654770,4189,336,236,2018,1,14,2018,1,15,"Sports",0.00639766635612505,1
1372080,8963,1711,771,2018,5,9,2018,5,12,"Sports",0.0065324179348143,3
1543330,7389,687,2042,2017,11,26,2017,11,29,"Sports",0.0047876993254845,3
8755813,115640,8517,12562,2018,4,3,2018,4,6,"Sports",0.013207225873828,3
658055,12389,2961,2748,2018,5,25,2018,5,28,"Sports",0.0188266938173861,3
904082,21269,725,2138,2018,3,31,2018,4,1,"Sports",0.0235255209151382,0
3133236,36785,4538,2720,2018,5,28,2018,6,1,"Sports",0.0117402583144072,3
744923,19085,788,1706,2018,3,29,2018,3,30,"Sports",0.0256200976476763,1
2639852,8458,755,1828,2018,3,27,2018,3,30,"Sports",0.00320396749514746,3
7735840,150473,2277,18130,2018,1,29,2018,1,31,"Sports",0.0194514105772612,2
1401037,9520,1323,809,2018,3,4,2018,3,5,"Sports",0.00679496687096772,1
3553407,169991,2106,16003,2018,5,21,2018,5,22,"Sports",0.0478388768863235,1
4852889,242769,7677,24081,2018,3,5,2018,3,6,"Sports",0.0500256651244238,1
1491081,11945,471,809,2017,12,24,2017,12,26,"Sports",0.00801096654038245,2
3701118,72869,1870,6058,2018,1,23,2018,1,25,"Sports",0.0196883752422917,2
899815,25885,953,2670,2017,12,19,2017,12,19,"Sports",0.0287670243327795,0
1919951,27873,3538,4995,2018,3,13,2018,3,15,"Sports",0.0145175580001781,2
9159408,165056,2567,17398,2018,1,29,2018,2,1,"Sports",0.0180203786096219,2
2547724,54188,1568,2885,2017,12,23,2017,12,26,"Sports",0.0212691798640669,3
637514,13628,540,904,2018,3,11,2018,3,12,"Sports",0.0213767854509862,1
803697,8019,598,696,2018,2,22,2018,2,24,"Sports",0.00997764082732672,2
12213413,620701,8807,27642,2018,3,26,2018,3,28,"Sports",0.0508212569246614,2
2586722,14801,1471,1774,2017,12,23,2017,12,26,"Sports",0.0057219136807125,3
868136,3709,347,1,2017,12,13,2017,12,16,"Sports",0.00427237207073546,3
1477126,29387,2811,1437,2018,5,28,2018,5,31,"Sports",0.0198947144657937,3
3315594,62765,16563,3164,2018,4,25,2018,4,29,"Sports",0.0189302429670219,4
501358,11017,2351,2423,2018,5,25,2018,5,27,"Sports",0.0219743177529829,2
764256,4433,435,1194,2018,1,18,2018,1,20,"Sports",0.00580041242724951,2
1826716,14722,646,1276,2018,1,7,2018,1,8,"Sports",0.00805927139194051,1
1104184,25961,795,2760,2018,1,4,2018,1,6,"Sports",0.0235114799707295,2
2788033,39291,2447,5223,2018,2,26,2018,2,27,"Sports",0.0140927313270682,1
1255386,7766,980,518,2018,3,31,2018,4,2,"Sports",0.00618614513783012,1
2249448,41914,2881,1574,2018,4,27,2018,4,29,"Sports",0.018633015744307,2
684403,9275,723,1233,2018,5,7,2018,5,8,"Sports",0.0135519569610303,1
1360741,11085,1416,601,2018,5,12,2018,5,14,"Sports",0.00814629676036806,2
920121,16225,843,1883,2018,2,20,2018,2,21,"Sports",0.0176335503700057,1
1892074,9147,1203,1516,2017,11,25,2017,11,27,"Sports",0.00483437751377589,2
8523528,296275,5962,23855,2018,5,21,2018,5,23,"Sports",0.0347596675930436,2
1467677,19966,1532,2483,2018,3,9,2018,3,11,"Sports",0.0136038106477106,2
2410559,16816,826,1410,2018,1,7,2018,1,9,"Sports",0.00697597528208187,2
845344,5900,839,439,2018,3,18,2018,3,20,"Sports",0.00697940719990915,2
545402,3245,418,681,2017,11,26,2017,11,28,"Sports",0.00594973982493647,2
1187663,10163,1054,522,2018,4,29,2018,5,1,"Sports",0.00855714120924875,2
6270936,96933,6706,11212,2018,4,3,2018,4,4,"Sports",0.0154575010811783,1
953966,4777,450,1245,2018,1,21,2018,1,22,"Sports",0.00500751599113595,1
2433172,10370,883,2587,2017,11,18,2017,11,22,"Sports",0.00426192640717549,4
1919951,27873,3538,4995,2018,3,13,2018,3,15,"Sports",0.0145175580001781,2
2026827,28553,3710,4246,2018,3,13,2018,3,16,"Sports",0.0140875368248005,3
1557828,11482,740,1371,2018,3,10,2018,3,11,"Sports",0.00737051843977641,1
3133236,36785,4538,2720,2018,5,28,2018,6,1,"Sports",0.0117402583144072,3
924212,12751,3254,915,2018,5,17,2018,5,20,"Sports",0.0137966180919529,3
11201666,352228,13696,28643,2018,4,23,2018,4,27,"Sports",0.0314442512390568,4
1543550,25039,1218,2000,2018,1,10,2018,1,12,"Sports",0.0162216967380389,2
721184,3767,616,1115,2017,12,3,2017,12,4,"Sports",0.00522335492745263,1
1143180,5254,1005,1256,2017,12,3,2017,12,6,"Sports",0.00459595164366067,3
1407953,7653,959,1381,2017,11,25,2017,11,26,"Sports",0.00543555076057226,1
3336417,25285,1226,2354,2018,1,11,2018,1,14,"Sports",0.00757848913969687,3
1692435,10695,1453,864,2018,3,4,2018,3,6,"Sports",0.006319297343768,2
1391260,13765,589,3128,2018,1,28,2018,1,29,"Sports",0.00989390911835315,1
1258989,6280,494,963,2018,1,21,2018,1,25,"Sports",0.00498812936411676,4
4660155,39676,2158,3010,2018,2,3,2018,2,9,"Sports",0.00851387990313627,6
3828183,205229,3336,20893,2018,6,4,2018,6,5,"Sports",0.0536100285696896,1
946381,26088,553,1679,2018,1,1,2018,1,2,"Sports",0.0275660648301266,1
2117469,41465,1445,4338,2017,11,21,2017,11,24,"Sports",0.0195823409929496,3
3828183,205229,3336,20893,2018,6,4,2018,6,5,"Sports",0.0536100285696896,1
1360741,11085,1416,601,2018,5,12,2018,5,14,"Sports",0.00814629676036806,2
509322,2505,582,101,2017,12,3,2017,12,5,"Sports",0.00491830315596028,2
1508277,41380,3393,8043,2018,2,27,2018,2,28,"Sports",0.0274352787982579,1
8593086,305102,11053,25290,2018,4,23,2018,4,25,"Sports",0.0355055215320782,2
764094,6472,710,496,2018,2,10,2018,2,12,"Sports",0.00847016204812497,2
2503420,17252,1482,4010,2018,1,21,2018,1,23,"Sports",0.00689137260228008,2
15295839,701921,11126,30710,2018,3,26,2018,3,29,"Sports",0.0458896697330562,3
717862,6522,297,317,2018,1,14,2018,1,16,"Sports",0.00908531166157284,2
3667636,13168,3255,75,2018,4,15,2018,4,19,"Sports",0.00359032357627638,4
1005012,7568,1112,284,2018,3,3,2018,3,6,"Sports",0.00753025834517399,3
8755813,115640,8517,12562,2018,4,3,2018,4,6,"Sports",0.013207225873828,3
1766208,39193,991,4189,2018,3,28,2018,3,29,"Sports",0.022190478131681,1
1354133,25722,1772,5663,2017,12,19,2017,12,21,"Sports",0.0189951799417044,2
2161335,15958,935,2609,2017,12,17,2017,12,19,"Sports",0.00738339961181399,2
1733060,9498,727,663,2017,12,2,2017,12,4,"Sports",0.00548047961409299,2
7773268,109532,7837,12138,2018,4,3,2018,4,5,"Sports",0.0140908559951876,2
2197018,42242,1474,4440,2017,11,21,2017,11,25,"Sports",0.0192269703752996,4
1216411,5497,1088,1609,2017,12,3,2017,12,7,"Sports",0.00451903180750585,4
940928,22320,1978,1064,2018,5,28,2018,5,29,"Sports",0.0237212624132771,1
2863226,15225,2444,1321,2017,12,23,2017,12,24,"Sports",0.00531742866263438,1
1355333,27086,941,1305,2017,12,12,2017,12,14,"Sports",0.0199847565137129,2
7773268,109532,7837,12138,2018,4,3,2018,4,5,"Sports",0.0140908559951876,2
2350928,31283,1703,4131,2018,5,22,2018,5,25,"Sports",0.0133066601784487,3
1387458,10697,671,1450,2017,12,16,2017,12,19,"Sports",0.00770978292676247,3
2221301,41479,2511,5146,2018,4,24,2018,4,25,"Sports",0.0186732910127894,1
1018965,10585,926,682,2018,5,26,2018,5,27,"Sports",0.0103879917367132,1
1970267,10354,1495,2422,2018,1,17,2018,1,19,"Sports",0.00525512532057838,2
8198243,88916,17628,20555,2018,3,20,2018,3,23,"Sports",0.0108457385320245,3
8523528,296275,5962,23855,2018,5,21,2018,5,23,"Sports",0.0347596675930436,2
4222286,45310,2376,4345,2018,4,17,2018,4,18,"Sports",0.0107311536925732,1
915389,15877,1209,2605,2017,12,26,2017,12,27,"Sports",0.0173445387698563,1
3103282,36637,4512,2695,2018,5,28,2018,5,31,"Sports",0.011805888088804,3
1884643,27869,1463,3660,2018,5,22,2018,5,23,"Sports",0.0147874159721496,1
12525525,633710,6036,34903,2018,1,22,2018,1,24,"Sports",0.0505934880973053,2
11150609,464954,4541,35229,2018,2,5,2018,2,8,"Sports",0.0416976328378118,3
3077931,24391,1161,2339,2018,1,11,2018,1,13,"Sports",0.00792447913874613,2
